,AREA,R_M,R_T,R_P,weighted_R_M,weighted_R_T,weighted_R_P,cost_balance,R_T_ratio,R_P_ratio
0,5429722.251700608,-55645245440.0,0.008443832397460938,-48.5810546875,-11129.048828125,1688.7664794921875,-9716.2109375,0.0,0.0007634462672285736,-0.0057710991241037846
1,1531818.6316961567,-41288101888.0,0.010954856872558594,12.53125,-8257.6201171875,2190.971435546875,2506.25,0.0,0.0009912364184856415,0.0014864145778119564
2,8000196.045138675,-24965455872.0,0.01626873016357422,10.37109375,-4993.09130859375,3253.74609375,2074.21875,166939.93457449638,0.0014735162258148193,0.0012286726851016283
3,1501746.3666303004,-12935744512.0,0.005584716796875,5.2802734375,-2587.14892578125,1116.943359375,1056.0546875,0.0,0.0005065739387646317,0.0006251675658859313
4,1569264.099025475,21918945280.0,0.010576248168945312,5.1513671875,4383.7890625,2115.24951171875,1030.2734375,0.0,0.000959827855695039,0.0006095337448641658
5,1203061.967693954,-8757814272.0,0.004680633544921875,5.25,-1751.5628662109375,936.126708984375,1050.0,0.0,0.00042519037378951907,0.0006208187551237643
6,2173692.03274562,-17269620736.0,0.0030574798583984375,-18.3359375,-3453.924072265625,611.4959716796875,-3667.1875,0.0,0.00027786067221313715,-0.002172958105802536
7,1561638.726920889,-4625658880.0,0.009720802307128906,18.341796875,-925.1317749023438,1944.160400390625,3668.359375,0.0,0.0008836622000671923,0.0021689378190785646
8,3427690.4799410324,-30528577536.0,0.0035638809204101562,-7.4140625,-6105.7158203125,712.7761840820312,-1482.8125,0.0,0.00032425843528471887,-0.0008774904417805374
9,1347053.7446212007,11219719168.0,0.009634017944335938,8.974609375,2243.94384765625,1926.8035888671875,1794.921875,0.0,0.0008768319967202842,0.0010610617464408278
10,979546.1300952344,13611899904.0,0.009097099304199219,19.1259765625,2722.380126953125,1819.419921875,3825.1953125,0.0,0.0008286914089694619,0.002256148960441351
11,1188023.6590053658,-645085952.0,0.008694648742675781,29.4296875,-129.01719665527344,1738.9296875,5885.9375,0.0,0.000792687467765063,0.003459590720012784
