,AREA,R_M,R_T,R_P,weighted_R_M,weighted_R_T,weighted_R_P,cost_balance,R_T_ratio,R_P_ratio
0,1256589.0957760708,713748096.0,0.0015192031860351562,-4.8037109375,142.74961853027344,303.84063720703125,-960.7421875,0.0,0.00013735824904870242,-0.0005676959408447146
1,2492134.97647404,10632712192.0,0.0020885467529296875,-21.853515625,2126.54248046875,417.7093505859375,-4370.703125,0.0,0.00018886118778027594,-0.0025893053971230984
2,811964.6943498816,4150470656.0,0.00551605224609375,12.4580078125,830.0941162109375,1103.21044921875,2491.6015625,0.0,0.0004988947184756398,0.0014739066828042269
3,929834.9686461136,4222894080.0,0.0025110244750976562,-0.345703125,844.5787963867188,502.20489501953125,-69.140625,0.0,0.00022722086578141898,-4.090180300408974e-05
4,1410165.379027213,5733002752.0,0.009009361267089844,2.25390625,1146.6005859375,1801.872314453125,450.78125,0.0,0.0008154361858032644,0.00026659941067919135
5,911105.3037187892,5459234304.0,0.0028162002563476562,-3.7724609375,1091.846923828125,563.2400512695312,-754.4921875,0.0,0.0002551019424572587,-0.00044641824206337333
6,1710645.7141634808,5102672896.0,0.007069587707519531,-5.939453125,1020.5346069335938,1413.91748046875,-1187.890625,0.0,0.0006405531312339008,-0.0007033459842205048
7,915352.0064703347,9105959936.0,0.004456520080566406,0.931640625,1821.1920166015625,891.3040161132812,186.328125,0.0,0.00040405007894150913,0.00011031207395717502
8,486268.36334353243,5643885568.0,0.0029010772705078125,4.4677734375,1128.777099609375,580.2154541015625,893.5546875,0.0,0.0002631323004607111,0.0005287326057441533
9,446389.7628546493,1294384640.0,0.0028400421142578125,1.544921875,258.8769226074219,568.0084228515625,308.984375,0.0,0.00025766409817151725,0.00018279826326761395
10,1043148.2696935248,1551527680.0,0.0069789886474609375,21.212890625,310.3055419921875,1395.7977294921875,4242.578125,0.0,0.0006333350902423263,0.0025036679580807686
11,1454176.836082227,4705647104.0,0.0022420883178710938,-6.98828125,941.1294555664062,448.41766357421875,-1397.65625,0.0,0.00020359584596008062,-0.0008254781714640558
