,AREA,R_M,R_T,R_P,weighted_R_M,weighted_R_T,weighted_R_P,cost_balance,R_T_ratio,R_P_ratio
0,1096148.9194085475,-6355924992.0,0.005421638488769531,10.43359375,-1271.18505859375,1084.32763671875,2086.71875,0.0,0.000490195641759783,0.001230811350978911
1,1782020.4587444037,-8247254016.0,0.005870819091796875,14.01953125,-1649.4508056640625,1174.163818359375,2803.90625,0.0,0.0005310684791766107,0.0016511001158505678
2,1706309.3049939408,-13103087616.0,0.0027561187744140625,3.4013671875,-2620.61767578125,551.2237548828125,680.2734375,0.0,0.0002494482323527336,0.00040042345062829554
3,2573533.502665846,-11081133056.0,0.00347137451171875,-0.4326171875,-2216.2265625,694.27490234375,-86.5234375,0.0,0.0003142623172607273,-5.093213258078322e-05
4,2094804.0472475635,-13744871424.0,0.0017595291137695312,2.5302734375,-2748.974365234375,351.90582275390625,506.0546875,0.0,0.00015933963004499674,0.0002978010452352464
5,2094343.513467834,-9248963584.0,0.006473541259765625,7.46484375,-1849.792724609375,1294.708251953125,1492.96875,0.0,0.0005863250698894262,0.0008778050541877747
6,1155677.7101320405,-3193278208.0,0.004668235778808594,17.5927734375,-638.6556396484375,933.6471557617188,3518.5546875,0.0,0.0004230620397720486,0.002064496511593461
7,1771359.7786251442,-13764416512.0,0.005360603332519531,2.8115234375,-2752.88330078125,1072.12060546875,562.3046875,0.0,0.0004860139451920986,0.000329820963088423
8,3252725.6775728087,-29876396032.0,0.008120536804199219,10.7431640625,-5975.279296875,1624.107421875,2148.6328125,0.0,0.0007365986239165068,0.0012586986413225532
9,3850673.5799259883,-27620548608.0,0.0008916854858398438,-16.603515625,-5524.10986328125,178.33709716796875,-3320.703125,0.0,8.094273653114215e-05,-0.001949105178937316
10,2507542.671804995,-20595900416.0,0.007393836975097656,4.5166015625,-4119.18017578125,1478.767333984375,903.3203125,0.0,0.0006712297908961773,0.0005299279000610113
11,1304038.8627189305,-11581280256.0,0.0030956268310546875,-4.8525390625,-2316.256103515625,619.1253662109375,-970.5078125,0.0,0.0002812169841490686,-0.0005696674343198538
