row,column,r_b,pop,POI,price_c,price_r,AREA
0,0,0.699999988079071,0.0,0.0,10000.0,87.90658855438232,0.0
0,1,0.699999988079071,0.0,0.0,10000.0,87.90658855438232,0.0
0,2,0.699999988079071,0.0,0.0,10000.0,83.89804130946368,0.0
0,3,0.699999988079071,0.0,0.0,10000.0,79.4817593166067,0.0
0,4,0.699999988079071,0.0,0.0,10000.0,54.97195053100586,0.0
0,5,0.699999988079071,0.0,0.0,11388.888888888889,56.64744129887333,0.0
0,6,0.699999988079071,0.0,0.0,11979.166666666668,56.987331992255314,0.0
0,7,0.699999988079071,0.0,0.0,13062.770562770562,57.13793076149731,0.0
0,8,0.699999988079071,0.0,0.0,14474.206349206352,57.28999127533873,0.0
0,9,0.699999988079071,0.0,0.0,20000.0,57.05267166526688,0.0
0,10,0.699999988079071,0.0,0.0,20000.0,58.88212776184082,0.0
0,11,0.699999988079071,0.0,0.0,20000.0,55.72106468200684,0.0
0,12,0.699999988079071,0.0,0.0,20000.0,58.74683658054897,0.0
0,13,0.699999988079071,0.0,0.0,35822.72265625,58.80582046508789,0.0
0,14,0.699999988079071,0.0,0.0,45585.5,70.35302543640137,0.0
0,15,0.699999988079071,0.0,0.0,45585.5,71.49019877115886,0.0
0,16,0.699999988079071,0.0,0.0,45585.5,71.49019877115886,0.0
0,17,0.699999988079071,0.0,0.0,41034.9,71.49019877115886,0.0
0,18,0.699999988079071,0.0,0.0,36283.46640625,71.85163116455078,0.0
0,19,0.699999988079071,0.0,0.0,30373.0,64.85538787841797,0.0
0,20,0.699999988079071,0.0,0.0,30373.0,55.95956516265869,0.0
0,21,0.699999988079071,0.0,0.0,30373.0,55.95956516265869,0.0
0,22,0.699999988079071,0.0,0.0,27815.666666666668,55.95956516265869,0.0
0,23,0.699999988079071,0.0,0.0,19736.0,52.02901268005371,0.0
0,24,0.699999988079071,0.0,0.0,21135.040277777778,53.257694244384766,0.0
0,25,0.699999988079071,0.0,0.0,20504.906493506493,59.42497634887695,0.0
0,26,0.699999988079071,0.0,0.0,23925.631240981238,59.42497634887695,0.0
0,27,0.699999988079071,0.0,0.0,28168.33905423281,59.42497634887695,0.0
0,28,0.699999988079071,0.0,0.0,40790.0,59.12425231933594,0.0
0,29,0.699999988079071,0.0,0.0,40790.0,58.82352828979492,0.0
0,30,0.699999988079071,0.0,0.0,40790.0,58.82352828979492,0.0
0,31,0.699999988079071,0.0,0.0,40790.0,58.82352828979492,0.0
0,32,0.699999988079071,0.0,0.0,40790.0,58.82352828979492,0.0
0,33,0.699999988079071,0.0,0.0,25553.889393939393,57.99423408508301,0.0
0,34,0.699999988079071,0.0,0.0,21936.216666666667,58.60492960611979,0.0
0,35,0.699999988079071,0.0,0.0,19915.59523809524,62.17691230773926,0.0
0,36,0.699999988079071,0.0,0.0,22877.027777777777,62.71242307027181,0.0
0,37,0.699999988079071,0.0,0.0,27144.25,63.34129498799641,0.0
0,38,0.699999988079071,0.0,0.0,31287.416666666668,63.97016690572102,0.0
0,39,0.699999988079071,0.0,0.0,35430.583333333336,64.59903882344562,0.0
0,40,0.699999988079071,0.0,0.0,33049.166666666664,61.20055592854817,0.0
0,41,0.699999988079071,0.0,0.0,29234.416666666664,60.76956081390381,0.0
0,42,0.699999988079071,0.0,0.0,25419.666666666664,59.75030517578125,0.0
0,43,0.699999988079071,0.0,0.0,22876.5,57.71179389953613,0.0
0,44,0.699999988079071,0.0,0.0,20333.333333333336,51.59626007080078,0.0
0,45,0.699999988079071,0.0,0.0,20000.0,69.36604171794274,0.0
0,46,0.699999988079071,0.0,0.0,20000.0,73.38024287490477,0.0
0,47,0.699999988079071,0.0,0.0,20000.0,78.89142565615973,0.0
0,48,0.699999988079071,0.0,0.0,20000.0,82.23483393621446,0.0
0,49,0.699999988079071,0.0,0.0,20000.0,83.16713506480059,0.0
0,50,0.699999988079071,0.0,0.0,20366.47070968628,84.46234639750587,0.0
0,51,0.699999988079071,0.0,0.0,20579.166671875,86.42344266176224,0.0
0,52,0.699999988079071,0.0,0.0,20917.75,89.78942584991455,0.0
0,53,0.699999988079071,0.0,0.0,21950.778090041644,86.74567676637803,0.0
1,0,0.699999988079071,0.0,0.0,13460.618265993267,89.8875503540039,0.0
1,1,0.699999988079071,0.0,0.0,10000.0,89.8875503540039,0.0
1,2,0.699999988079071,0.0,0.0,10000.0,89.8875503540039,0.0
1,3,0.699999988079071,0.0,0.0,10000.0,89.8875503540039,0.0
1,4,0.699999988079071,0.0,0.0,10000.0,82.61346705754598,0.0
1,5,0.699999988079071,0.0,0.0,10000.0,73.95380570160017,0.0
1,6,0.699999988079071,0.0,0.0,10000.0,68.14732942634157,0.0
1,7,0.699999988079071,0.0,0.0,15000.0,58.57258987426758,0.0
1,8,0.699999988079071,0.0,0.0,15000.0,58.31796932220459,0.0
1,9,0.699999988079071,0.0,0.0,15000.0,58.23309580485026,0.0
1,10,0.699999988079071,0.0,0.0,16666.666666666668,57.55320596694946,0.0
1,11,0.699999988079071,852.0,8.0,16666.666666666668,55.7140375164577,0.0
1,12,0.699999988079071,234.65347,1.0,26214.1328125,70.11621856689453,0.0
1,13,0.699999988079071,464.0,6.0,36347.094401041664,53.88848686218262,0.0
1,14,0.699999988079071,1226.2626,5.0,47474.1796875,63.22573471069336,0.0
1,15,0.699999988079071,2374.5098,202.0,40953.0,55.70049285888672,0.0
1,16,0.699999988079071,397.0,5.0,38887.064732142855,93.81327056884766,0.0
1,17,0.699999988079071,1161.0,26.0,33649.1171875,62.98596954345703,0.0
