District,R_M,R_P,R_T,R_total
Fengtai,-2.377945900331658,45.49361359126983,11.401511298285582,54.51717898922375
Remaining,16.16184788435819,-9.822150917658726,1.633993784586587,7.97369075128605
Daxing,11.634115570127717,-20.205749317956347,7.27249887254503,-1.2991348752836043
Fangshan,-11.473149089070986,4.123139493427578,7.212463219960532,-0.1375463756828732
Changping,9.765107846512581,38.72356267051089,14.724334081013998,63.213004598037514
Chaoyang,47.45410404363469,59.01252867683533,16.101519266764324,122.56815198723439
Haidian,39.678845965121404,7.053843083457341,11.551907327440045,58.284596376018754
Tongzhou,89.38371653811248,-61.46024615575394,12.151012685563828,40.07448306792233
Shunyi,41.681480333566526,-54.753502061631956,3.388639556037055,-9.683382172028375
