,ID,year,FAR,r_c,r_r,r_poi
0,2238,5,2.2,0.1,0.6,0.3
1,11967,1,1.8,0.2,0.4,0.4
2,12090,9,2.2,0.1,0.6,0.3
3,12715,9,2.2,0.1,0.6,0.3
4,13346,9,1.8,0.3,0.5,0.2
5,13763,1,2.0,0.3,0.3,0.4
6,14078,5,1.9,0.2,0.4,0.4
7,14098,9,2.2,0.1,0.6,0.3
8,14107,9,1.8,0.1,0.6,0.3
9,14115,9,2.2,0.1,0.6,0.3
10,14117,1,1.8,0.3,0.3,0.4
11,14121,10,2.2,0.1,0.6,0.3
12,14123,10,2.2,0.1,0.6,0.3
13,14124,10,1.8,0.1,0.6,0.3
14,14125,10,2.2,0.1,0.6,0.3
15,14128,10,2.2,0.1,0.6,0.3
16,14132,5,2.2,0.1,0.6,0.3
17,14137,5,2.2,0.1,0.6,0.3
18,14143,1,1.9,0.4,0.3,0.3
19,14144,1,2.0,0.4,0.3,0.3
20,14472,3,2.0,0.3,0.3,0.4
21,14540,10,2.2,0.1,0.6,0.3
22,14541,1,1.8,0.2,0.4,0.4
23,14542,11,2.2,0.1,0.6,0.3
24,14560,11,2.2,0.1,0.6,0.3
25,14597,11,2.2,0.3,0.5,0.2
26,14605,11,2.2,0.1,0.6,0.3
27,14606,11,2.2,0.1,0.6,0.3
28,14622,11,2.1,0.2,0.4,0.4
29,14624,5,2.0,0.3,0.3,0.4
30,14631,12,2.2,0.1,0.6,0.3
31,14632,12,1.8,0.2,0.4,0.4
32,14634,12,2.1,0.2,0.4,0.4
33,14660,12,1.8,0.2,0.4,0.4
34,14667,2,1.8,0.4,0.3,0.3
35,14668,2,1.8,0.4,0.3,0.3
36,14669,2,1.8,0.4,0.3,0.3
37,14672,2,2.0,0.6,0.1,0.3
38,14679,5,2.2,0.1,0.6,0.3
39,14680,6,1.8,0.2,0.4,0.4
40,14692,3,1.9,0.3,0.5,0.2
41,14693,3,1.8,0.3,0.5,0.2
42,14696,3,1.8,0.4,0.3,0.3
43,14697,3,1.8,0.4,0.3,0.3
44,14712,6,2.2,0.1,0.6,0.3
45,14713,6,1.8,0.1,0.6,0.3
46,14714,6,1.8,0.1,0.6,0.3
47,14715,6,2.2,0.1,0.6,0.3
48,14716,6,1.8,0.1,0.6,0.3
49,14717,7,2.2,0.1,0.6,0.3
50,14720,7,2.2,0.1,0.6,0.3
51,14721,7,2.2,0.1,0.6,0.3
52,14722,7,2.2,0.1,0.6,0.3
53,14723,7,1.8,0.2,0.4,0.4
54,14724,7,1.9,0.2,0.4,0.4
55,14726,8,1.8,0.2,0.4,0.4
56,14727,8,1.8,0.2,0.4,0.4
57,14731,8,2.2,0.6,0.3,0.1
58,14738,2,2.0,0.2,0.4,0.4
59,14739,3,2.0,0.3,0.3,0.4
60,14763,8,2.2,0.1,0.6,0.3
61,14841,2,1.9,0.2,0.4,0.4
62,14842,4,2.0,0.3,0.5,0.2
63,14843,4,2.0,0.3,0.5,0.2
64,14844,4,1.9,0.3,0.5,0.2
65,14845,4,2.0,0.4,0.3,0.3
66,14846,4,2.0,0.3,0.5,0.2
67,15544,4,2.0,0.3,0.3,0.4
68,15545,8,2.2,0.1,0.6,0.3
69,15554,12,2.2,0.1,0.6,0.3
70,15559,8,2.2,0.1,0.6,0.3
71,15560,12,2.2,0.1,0.6,0.3
