,ID,year,FAR,r_c,r_r,r_poi
0,14596,1,1.9,0.3,0.3,0.4
1,14069,1,2.0,0.3,0.3,0.4
2,14075,1,2.0,0.2,0.4,0.4
3,14858,1,1.9,0.3,0.3,0.4
4,14502,1,2.1,0.3,0.3,0.4
5,14841,1,2.0,0.2,0.4,0.4
6,14807,2,2.0,0.3,0.3,0.4
7,14117,2,2.1,0.3,0.5,0.2
8,14128,2,2.2,0.3,0.3,0.4
9,14352,2,2.0,0.2,0.4,0.4
10,14078,2,1.9,0.2,0.7,0.1
11,14632,2,2.1,0.3,0.5,0.2
12,14560,3,2.2,0.3,0.5,0.2
13,14050,3,2.0,0.3,0.3,0.4
14,243,3,1.8,0.2,0.7,0.1
15,15542,3,2.2,0.2,0.4,0.4
16,14589,3,2.1,0.1,0.6,0.3
17,14853,3,2.0,0.2,0.7,0.1
18,14620,4,2.2,0.2,0.4,0.4
19,14802,4,1.9,0.3,0.3,0.4
20,14808,4,2.0,0.3,0.3,0.4
21,14854,4,2.2,0.1,0.7,0.2
22,14633,4,2.1,0.3,0.5,0.2
23,14122,4,1.9,0.2,0.7,0.1
24,14629,5,1.9,0.3,0.3,0.4
25,14630,5,2.1,0.1,0.6,0.3
26,14129,5,2.0,0.4,0.4,0.2
27,48,5,2.2,0.3,0.5,0.2
28,14738,5,2.1,0.1,0.6,0.3
29,14610,5,2.1,0.1,0.6,0.3
30,14484,6,2.1,0.1,0.7,0.2
31,12715,6,2.2,0.1,0.7,0.2
32,6377,6,1.8,0.2,0.7,0.1
33,14099,6,2.1,0.1,0.6,0.3
34,14057,6,2.2,0.2,0.6,0.2
35,14539,6,1.9,0.4,0.4,0.2
36,14143,7,2.2,0.6,0.3,0.1
37,14842,7,2.1,0.3,0.5,0.2
38,14628,7,2.1,0.2,0.6,0.2
39,14631,7,2.2,0.6,0.3,0.1
40,14123,7,2.2,0.3,0.5,0.2
41,14121,7,2.2,0.2,0.6,0.2
42,13763,8,2.2,0.3,0.5,0.2
43,14625,8,2.1,0.4,0.4,0.2
44,14142,8,2.2,0.2,0.6,0.2
45,14125,8,2.0,0.3,0.5,0.2
46,14846,8,2.1,0.2,0.6,0.2
47,14542,8,2.0,0.5,0.2,0.3
48,15554,9,2.0,0.4,0.4,0.2
49,12090,9,2.2,0.7,0.2,0.1
50,14485,9,2.1,0.7,0.2,0.1
51,12091,9,2.0,0.6,0.1,0.3
52,14603,9,1.9,0.4,0.4,0.2
53,14602,9,2.2,0.6,0.3,0.1
54,14703,10,2.1,0.6,0.3,0.1
55,14622,10,1.8,0.3,0.5,0.2
56,13346,10,1.9,0.4,0.3,0.3
57,11969,10,1.8,0.4,0.4,0.2
58,11967,10,2.0,0.7,0.2,0.1
59,14540,10,2.0,0.6,0.1,0.3
60,14659,11,2.1,0.4,0.4,0.2
61,14563,11,2.0,0.3,0.5,0.2
62,14654,11,2.1,0.6,0.2,0.2
63,14565,11,2.0,0.5,0.2,0.3
64,14564,11,2.0,0.4,0.3,0.3
65,14102,11,2.1,0.6,0.1,0.3
66,14652,12,2.1,0.6,0.2,0.2
67,14650,12,2.0,0.5,0.2,0.3
68,14649,12,2.0,0.4,0.4,0.2
69,14653,12,2.0,0.5,0.2,0.3
70,14655,12,2.1,0.6,0.2,0.2
71,14638,12,2.1,0.6,0.1,0.3
