,ID,year,FAR,r_c,r_r,r_poi
0,14759,1,1.8,0.2,0.4,0.4
1,14608,1,1.8,0.2,0.4,0.4
2,14760,1,1.8,0.2,0.4,0.4
3,14758,1,1.8,0.2,0.4,0.4
4,14753,1,1.8,0.2,0.4,0.4
5,14054,1,1.9,0.4,0.3,0.3
6,14621,2,1.8,0.2,0.4,0.4
7,14581,2,1.8,0.4,0.3,0.3
8,14543,2,2.0,0.4,0.3,0.3
9,14100,2,2.0,0.4,0.3,0.3
10,14098,2,2.0,0.4,0.3,0.3
11,15542,2,2.1,0.4,0.3,0.3
12,15544,3,1.8,0.4,0.3,0.3
13,14498,3,2.0,0.2,0.4,0.4
14,14095,3,2.1,0.4,0.3,0.3
15,14057,3,2.0,0.4,0.3,0.3
16,14124,3,2.0,0.3,0.3,0.4
17,14107,3,2.0,0.3,0.3,0.4
18,14121,4,2.0,0.3,0.3,0.4
19,14734,4,1.9,0.2,0.4,0.4
20,14710,4,1.9,0.2,0.4,0.4
21,14733,4,1.9,0.2,0.4,0.4
22,14099,4,2.1,0.6,0.1,0.3
23,14539,4,2.1,0.6,0.1,0.3
24,15558,6,2.0,0.6,0.1,0.3
25,12678,5,2.1,0.6,0.1,0.3
26,14544,5,2.1,0.6,0.1,0.3
27,14069,5,2.0,0.6,0.1,0.3
28,14075,5,2.1,0.6,0.1,0.3
29,14471,5,2.1,0.6,0.1,0.3
30,14474,5,2.1,0.6,0.1,0.3
31,14071,6,2.1,0.6,0.1,0.3
32,14526,6,1.9,0.6,0.2,0.2
33,14088,6,2.0,0.6,0.1,0.3
34,14070,6,1.9,0.6,0.2,0.2
35,14609,6,1.8,0.4,0.4,0.2
36,14123,7,2.1,0.3,0.5,0.2
37,14631,7,2.1,0.3,0.5,0.2
38,14605,7,2.1,0.3,0.5,0.2
39,14684,7,1.9,0.2,0.6,0.2
40,14681,7,1.9,0.2,0.6,0.2
41,14718,7,1.9,0.2,0.6,0.2
42,14682,8,1.9,0.2,0.6,0.2
43,14728,8,1.9,0.2,0.6,0.2
44,14719,8,1.9,0.2,0.6,0.2
45,6377,8,2.2,0.6,0.2,0.2
46,14659,8,2.1,0.7,0.2,0.1
47,14635,8,2.1,0.7,0.2,0.1
48,12715,9,2.2,0.6,0.2,0.2
49,15554,9,2.2,0.3,0.5,0.2
50,15560,9,2.2,0.3,0.5,0.2
51,12090,9,2.2,0.3,0.5,0.2
52,14485,9,2.2,0.3,0.5,0.2
53,14597,9,2.1,0.7,0.2,0.1
54,14115,10,2.1,0.7,0.2,0.1
55,14634,10,2.1,0.2,0.7,0.1
56,14622,10,2.1,0.2,0.7,0.1
57,14102,10,2.2,0.5,0.2,0.3
58,14336,10,2.2,0.5,0.2,0.3
59,14101,10,2.2,0.5,0.2,0.3
60,14732,11,1.9,0.1,0.7,0.2
61,14730,11,1.9,0.1,0.7,0.2
62,14729,11,1.9,0.1,0.7,0.2
63,14731,11,1.9,0.1,0.7,0.2
64,243,11,2.2,0.6,0.2,0.2
65,14703,11,2.1,0.2,0.7,0.1
66,14602,12,2.1,0.2,0.7,0.1
67,14060,12,2.2,0.6,0.2,0.2
68,14691,12,1.9,0.2,0.6,0.2
69,14692,12,1.9,0.2,0.6,0.2
70,14737,12,1.9,0.2,0.6,0.2
71,14689,12,1.9,0.2,0.6,0.2
