,year,ID,r_c,r_r,r_poi,FAR
0,1,15346.0,0.5,0.2,0.3,1.8
1,1,14141.0,0.6,0.2,0.2,1.9
2,1,14826.0,0.1,0.6,0.3,1.9
3,1,14601.0,0.4,0.3,0.3,2.1
4,1,14519.0,0.2,0.4,0.4,2.1
5,1,14868.0,0.2,0.4,0.4,2.1
6,1,11966.0,0.4,0.2,0.4,2.1
7,1,15185.0,0.3,0.3,0.4,2.1
8,1,14296.0,0.6,0.2,0.2,2.2
9,1,14599.0,0.3,0.3,0.4,2.2
10,1,14231.0,0.5,0.2,0.3,2.2
11,1,14071.0,0.6,0.3,0.1,2.2
12,1,15325.0,0.4,0.3,0.3,2.0
13,1,15193.0,0.2,0.6,0.2,2.2
14,1,14455.0,0.3,0.3,0.4,1.9
15,1,14872.0,0.4,0.2,0.4,2.0
16,1,14780.0,0.3,0.3,0.4,1.8
17,1,14363.0,0.4,0.3,0.3,2.1
18,1,14497.0,0.3,0.5,0.2,2.0
19,1,14970.0,0.3,0.3,0.4,2.0
20,1,9335.0,0.6,0.1,0.3,2.0
21,1,15546.0,0.6,0.1,0.3,1.9
22,1,15300.0,0.7,0.2,0.1,2.2
23,1,14719.0,0.7,0.2,0.1,2.2
24,1,15162.0,0.4,0.2,0.4,2.2
25,1,14634.0,0.3,0.3,0.4,2.1
26,1,14090.0,0.4,0.3,0.3,1.8
27,1,9319.0,0.7,0.2,0.1,2.0
28,1,14081.0,0.3,0.3,0.4,2.0
29,1,14293.0,0.4,0.2,0.4,1.8
30,2,14488.0,0.5,0.2,0.3,2.0
31,2,14580.0,0.7,0.2,0.1,2.2
32,2,14421.0,0.2,0.7,0.1,2.2
33,2,14695.0,0.2,0.6,0.2,2.0
34,2,14148.0,0.3,0.3,0.4,2.2
35,2,14118.0,0.3,0.3,0.4,1.9
36,2,14313.0,0.4,0.2,0.4,1.8
37,2,14091.0,0.2,0.6,0.2,2.1
38,2,14671.0,0.5,0.2,0.3,2.2
39,2,14657.0,0.4,0.3,0.3,2.0
40,2,14468.0,0.5,0.2,0.3,2.0
41,2,14790.0,0.5,0.2,0.3,2.2
42,2,14405.0,0.5,0.2,0.3,2.1
43,2,14559.0,0.2,0.6,0.2,1.8
44,2,14301.0,0.1,0.7,0.2,1.9
45,2,14459.0,0.5,0.2,0.3,2.2
46,2,14690.0,0.2,0.4,0.4,2.2
47,2,15380.0,0.1,0.7,0.2,2.0
48,2,15059.0,0.2,0.6,0.2,2.1
49,2,14483.0,0.5,0.2,0.3,2.1
50,2,14447.0,0.3,0.3,0.4,2.2
51,2,15562.0,0.4,0.2,0.4,2.1
52,2,15195.0,0.3,0.3,0.4,2.0
53,2,14368.0,0.4,0.2,0.4,2.0
54,2,14297.0,0.2,0.4,0.4,1.8
55,2,14161.0,0.5,0.2,0.3,2.1
56,2,15046.0,0.4,0.2,0.4,2.1
57,2,14649.0,0.1,0.6,0.3,2.1
58,2,14538.0,0.3,0.3,0.4,1.9
59,2,14099.0,0.7,0.2,0.1,1.9
60,3,14132.0,0.5,0.2,0.3,2.0
61,3,14078.0,0.1,0.6,0.3,1.8
62,3,14708.0,0.4,0.3,0.3,2.0
63,3,14194.0,0.2,0.6,0.2,2.0
64,3,14975.0,0.6,0.2,0.2,2.2
65,3,14703.0,0.6,0.1,0.3,1.8
66,3,14145.0,0.4,0.2,0.4,2.1
67,3,14268.0,0.4,0.2,0.4,1.9
68,3,14889.0,0.1,0.7,0.2,2.0
69,3,14647.0,0.3,0.5,0.2,2.0
70,3,14539.0,0.6,0.3,0.1,2.1
71,3,14709.0,0.4,0.2,0.4,1.8
72,3,14749.0,0.5,0.2,0.3,2.1
73,3,9310.0,0.3,0.5,0.2,1.9
74,3,15183.0,0.2,0.6,0.2,2.1
75,3,14511.0,0.3,0.3,0.4,1.8
76,3,14512.0,0.2,0.7,0.1,2.1
77,3,14105.0,0.1,0.7,0.2,2.0
78,3,14659.0,0.1,0.6,0.3,1.9
79,3,14305.0,0.4,0.2,0.4,2.1
80,3,15054.0,0.3,0.3,0.4,2.2
