,ID,year,FAR,r_c,r_r,r_poi
0,48,3,2.0,0.2,0.4,0.4
1,3732,1,2.0,0.3,0.3,0.4
2,4628,1,2.1,0.4,0.4,0.2
3,5633,5,1.8,0.3,0.3,0.4
4,9495,3,2.1,0.3,0.5,0.2
5,9496,3,2.1,0.3,0.5,0.2
6,9498,3,2.1,0.3,0.5,0.2
7,11969,7,2.0,0.2,0.6,0.2
8,12729,1,2.1,0.4,0.4,0.2
9,13009,2,2.2,0.3,0.3,0.4
10,13957,3,2.1,0.3,0.5,0.2
11,14048,5,2.1,0.2,0.4,0.4
12,14056,7,2.1,0.6,0.1,0.3
13,14058,7,2.0,0.3,0.5,0.2
14,14059,1,2.1,0.1,0.7,0.2
15,14061,9,2.0,0.1,0.7,0.2
16,14069,2,2.2,0.6,0.2,0.2
17,14073,3,2.0,0.4,0.4,0.2
18,14091,7,2.1,0.6,0.1,0.3
19,14092,7,2.0,0.6,0.1,0.3
20,14111,3,2.2,0.6,0.2,0.2
21,14112,6,2.1,0.4,0.4,0.2
22,14117,5,2.2,0.3,0.5,0.2
23,14118,1,2.1,0.4,0.4,0.2
24,14128,2,2.0,0.3,0.3,0.4
25,14130,5,1.8,0.3,0.3,0.4
26,14131,2,2.0,0.3,0.3,0.4
27,14133,5,2.0,0.1,0.7,0.2
28,14134,5,2.0,0.1,0.7,0.2
29,14136,5,2.0,0.1,0.7,0.2
30,14138,9,2.1,0.4,0.4,0.2
31,14139,9,2.0,0.3,0.3,0.4
32,14140,9,2.1,0.4,0.4,0.2
33,14141,9,2.0,0.3,0.3,0.4
34,14157,2,2.0,0.6,0.1,0.3
35,14159,12,1.9,0.3,0.3,0.4
36,14167,1,2.1,0.6,0.1,0.3
37,14168,7,2.0,0.3,0.3,0.4
38,14173,1,2.1,0.3,0.3,0.4
39,14174,1,2.1,0.3,0.3,0.4
40,14175,1,2.1,0.3,0.3,0.4
41,14179,10,1.8,0.3,0.3,0.4
42,14184,8,1.9,0.3,0.3,0.4
43,14186,5,1.9,0.3,0.3,0.4
44,14193,11,1.9,0.3,0.3,0.4
45,14198,11,1.9,0.3,0.3,0.4
46,14199,11,1.9,0.3,0.3,0.4
47,14202,11,1.9,0.3,0.3,0.4
48,14221,11,1.9,0.3,0.3,0.4
49,14222,11,1.9,0.3,0.3,0.4
50,14227,11,1.9,0.3,0.3,0.4
51,14228,12,1.9,0.3,0.3,0.4
52,14229,11,1.9,0.3,0.3,0.4
53,14230,11,1.9,0.3,0.3,0.4
54,14231,11,1.9,0.3,0.3,0.4
55,14233,10,1.8,0.3,0.3,0.4
56,14241,10,1.8,0.3,0.3,0.4
57,14242,10,1.8,0.3,0.3,0.4
58,14243,10,1.8,0.3,0.3,0.4
59,14244,10,1.8,0.3,0.3,0.4
60,14245,10,1.8,0.3,0.3,0.4
61,14246,12,1.9,0.3,0.3,0.4
62,14247,12,1.9,0.3,0.3,0.4
63,14248,12,1.9,0.3,0.3,0.4
64,14249,12,1.9,0.3,0.3,0.4
65,14250,12,1.9,0.3,0.3,0.4
66,14251,12,1.9,0.3,0.3,0.4
67,14252,12,1.9,0.3,0.3,0.4
68,14253,12,1.9,0.3,0.3,0.4
69,14264,11,1.9,0.3,0.3,0.4
70,14265,10,1.8,0.3,0.3,0.4
71,14283,9,2.0,0.1,0.7,0.2
72,14294,8,1.9,0.4,0.2,0.4
73,14309,5,2.1,0.2,0.4,0.4
74,14320,12,1.9,0.3,0.3,0.4
75,14321,5,2.1,0.2,0.4,0.4
76,14325,5,2.1,0.2,0.4,0.4
77,14326,5,2.1,0.2,0.4,0.4
78,14327,5,2.1,0.2,0.4,0.4
79,14372,9,2.0,0.1,0.7,0.2
80,14423,8,1.9,0.4,0.2,0.4
81,14446,8,2.0,0.4,0.2,0.4
82,14451,7,2.0,0.3,0.5,0.2
83,14452,7,2.0,0.3,0.5,0.2
84,14453,4,2.0,0.3,0.5,0.2
85,14455,7,2.0,0.3,0.5,0.2
86,14456,2,2.0,0.3,0.5,0.2
87,14457,7,2.0,0.3,0.5,0.2
88,14459,4,2.0,0.3,0.5,0.2
89,14460,1,2.1,0.1,0.7,0.2
90,14462,9,2.0,0.1,0.7,0.2
91,14463,1,2.1,0.1,0.7,0.2
92,14469,9,2.0,0.1,0.7,0.2
93,14472,3,2.0,0.2,0.6,0.2
94,14473,3,2.0,0.2,0.6,0.2
95,14477,9,2.0,0.6,0.1,0.3
96,14482,7,2.0,0.6,0.1,0.3
97,14484,6,2.0,0.2,0.4,0.4
98,14495,3,2.0,0.4,0.4,0.2
99,14527,7,2.1,0.6,0.1,0.3
100,14530,7,2.2,0.6,0.1,0.3
101,14535,9,2.0,0.6,0.1,0.3
102,14563,2,2.0,0.2,0.6,0.2
103,14564,7,2.0,0.2,0.6,0.2
104,14565,2,2.0,0.2,0.6,0.2
105,14581,5,2.1,0.3,0.5,0.2
106,14586,1,2.0,0.2,0.6,0.2
107,14591,6,2.1,0.4,0.4,0.2
108,14592,1,2.0,0.2,0.6,0.2
109,14593,1,2.0,0.2,0.6,0.2
110,14607,5,2.0,0.1,0.7,0.2
111,14608,1,2.0,0.3,0.3,0.4
112,14610,7,2.0,0.2,0.4,0.4
113,14611,7,2.0,0.2,0.4,0.4
114,14619,9,2.0,0.4,0.4,0.2
115,14624,2,2.0,0.3,0.3,0.4
116,14627,9,2.0,0.1,0.7,0.2
117,14637,8,1.8,0.3,0.3,0.4
118,14639,7,2.0,0.2,0.6,0.2
119,14654,2,2.0,0.2,0.6,0.2
120,14663,5,1.8,0.3,0.3,0.4
121,14664,5,1.8,0.3,0.3,0.4
122,14675,5,1.8,0.3,0.3,0.4
123,14676,5,1.8,0.3,0.3,0.4
124,14677,5,1.8,0.3,0.3,0.4
125,14678,8,1.8,0.3,0.3,0.4
126,14687,8,1.9,0.3,0.3,0.4
127,14694,3,2.0,0.2,0.4,0.4
128,14699,6,2.0,0.2,0.4,0.4
129,14700,6,2.0,0.2,0.4,0.4
130,14707,7,1.9,0.3,0.3,0.4
131,14711,8,1.9,0.3,0.3,0.4
132,14720,7,2.0,0.3,0.3,0.4
133,14721,7,2.0,0.3,0.3,0.4
134,14722,7,2.0,0.3,0.3,0.4
135,14724,7,1.9,0.3,0.3,0.4
136,14725,8,1.9,0.3,0.3,0.4
137,14726,2,2.0,0.3,0.3,0.4
138,14727,2,2.0,0.3,0.3,0.4
139,14734,8,1.9,0.3,0.3,0.4
140,14735,8,1.9,0.3,0.3,0.4
141,14738,7,2.0,0.2,0.4,0.4
142,14739,2,2.0,0.3,0.3,0.4
143,14740,1,2.1,0.1,0.7,0.2
144,14741,1,2.1,0.1,0.7,0.2
145,14742,4,2.1,0.2,0.6,0.2
146,14747,4,2.1,0.2,0.6,0.2
147,14748,4,2.1,0.2,0.6,0.2
148,14750,4,2.1,0.2,0.6,0.2
149,14751,4,2.1,0.2,0.6,0.2
150,14753,1,2.0,0.3,0.3,0.4
151,14755,6,1.9,0.3,0.3,0.4
152,14756,6,1.9,0.3,0.3,0.4
153,14757,1,2.0,0.3,0.3,0.4
154,14758,1,2.0,0.3,0.3,0.4
155,14759,1,2.0,0.3,0.3,0.4
156,14760,1,2.0,0.3,0.3,0.4
157,14761,1,2.0,0.3,0.3,0.4
158,14762,1,2.0,0.3,0.3,0.4
159,14764,1,2.0,0.3,0.3,0.4
160,14765,6,1.9,0.3,0.3,0.4
161,14769,11,1.8,0.3,0.3,0.4
162,14770,10,1.8,0.3,0.3,0.4
163,14771,10,1.8,0.3,0.3,0.4
164,14772,11,1.8,0.3,0.3,0.4
165,14791,9,2.1,0.4,0.4,0.2
166,14792,11,1.8,0.3,0.3,0.4
167,14793,11,1.8,0.3,0.3,0.4
168,14794,11,1.8,0.3,0.3,0.4
169,14795,11,1.8,0.3,0.3,0.4
170,14796,11,1.8,0.3,0.3,0.4
171,14797,11,1.8,0.3,0.3,0.4
172,14798,11,1.8,0.3,0.3,0.4
173,14799,11,1.8,0.3,0.3,0.4
174,14801,2,1.9,0.3,0.3,0.4
