,AREA,R_M,R_T,R_P,weighted_R_M,weighted_R_T,weighted_R_P,cost_balance,R_T_ratio,R_P_ratio
0,3089384.748611563,17426458624.0,-0.019827842712402344,0.00011304765939712524,3485.291748046875,-991.3921508789062,5652.3828125,0.0,-0.00326142692938447,0.004302561283111572
1,4657989.093977134,39186268160.0,-0.04087257385253906,8.023902773857117e-05,7837.25390625,-2043.628662109375,4011.951416015625,0.0,-0.006701161153614521,0.0030445766169577837
2,2899163.8173254966,18762942464.0,-0.01561880111694336,8.521787822246552e-05,3752.588623046875,-780.9400634765625,4260.89404296875,0.0,-0.002543695969507098,0.0032230715733021498
3,4437222.119702822,20268756992.0,-0.026546955108642578,0.00014314055442810059,4053.75146484375,-1327.3477783203125,7157.02783203125,0.0,-0.004312498029321432,0.0053846449591219425
4,5781754.126633612,32139286528.0,-0.03525972366333008,0.00020731426775455475,6427.857421875,-1762.9862060546875,10365.7138671875,0.0,-0.00570327416062355,0.0077383751049637794
5,5603091.119851449,23697719296.0,-0.03565835952758789,0.0001558493822813034,4739.5439453125,-1782.91796875,7792.46923828125,0.0,-0.0057350448332726955,0.005783710163086653
6,5751208.821601158,43989262336.0,-0.01244354248046875,0.00014655105769634247,8797.8525390625,-622.1771240234375,7327.552734375,0.0,-0.001989921322092414,0.005409222561866045
7,4159534.3764174953,23296153600.0,-0.009211540222167969,0.00010776519775390625,4659.23095703125,-460.5770263671875,5388.259765625,0.0,-0.001470147049985826,0.00396187137812376
8,5361472.692933698,35948736512.0,-0.024469375610351562,0.00014572776854038239,7189.74755859375,-1223.46875,7286.38818359375,0.0,-0.003899540286511183,0.005328974220901728
9,4504099.087370106,26003296256.0,-0.011621475219726562,0.0001310780644416809,5200.6591796875,-581.07373046875,6553.9033203125,0.0,-0.0018448519986122847,0.004770398139953613
10,3246275.984504094,23165157376.0,-0.012701988220214844,4.9622729420661926e-05,4633.03173828125,-635.0994262695312,2481.136474609375,0.0,-0.002012664917856455,0.0018026924226433039
11,2405872.4414979084,11633721344.0,-0.017081737518310547,7.912330329418182e-05,2326.744384765625,-854.0868530273438,3956.165283203125,0.0,-0.0027012117207050323,0.0028661496471613646
