,AREA,R_M,R_T,R_P,weighted_R_M,weighted_R_T,weighted_R_P,cost_balance,R_T_ratio,R_P_ratio
0,2800933.1664279085,18161885184.0,0.004673480987548828,9.380653500556946e-05,0.0,233.67404174804688,0.0,0.0,0.0007687279721722007,0.0035728660877794027
1,1396078.680931857,10532042752.0,0.0010824203491210938,2.177804708480835e-05,0.0,54.12101745605469,0.0,0.0,0.00017818130436353385,0.000828786171041429
2,1563683.2355571077,10002606080.0,0.0034394264221191406,5.270913243293762e-05,0.0,171.9713134765625,0.0,0.0,0.0005662778858095407,0.0020018850918859243
3,1144592.4286731773,6782467072.0,0.00023984909057617188,3.0191615223884583e-05,0.0,11.992454528808594,0.0,0.0,3.951187682105228e-05,0.0011453598272055387
4,1098641.4741921995,5702383616.0,0.0006833076477050781,2.1826475858688354e-05,0.0,34.165382385253906,0.0,0.0,0.00011257008736720309,0.0008273318526335061
5,994999.2896387324,6046999040.0,0.00078582763671875,2.590194344520569e-05,0.0,39.2913818359375,0.0,0.0,0.00012947410868946463,0.0009808492613956332
6,1161440.6481796887,8395298816.0,-0.002349853515625,2.9509887099266052e-05,0.0,-117.49267578125,0.0,0.0,-0.00038721540477126837,0.0011162267765030265
7,1289030.053112171,14201885696.0,-0.002335071563720703,1.55474990606308e-05,0.0,-116.75357818603516,0.0,0.0,-0.0003846306644845754,0.000587746559176594
8,950760.7882347459,6419443712.0,-0.00023698806762695312,2.8070062398910522e-05,0.0,-11.849403381347656,0.0,0.0,-3.902142998413183e-05,0.0010600158711895347
9,632682.0968911569,3521071616.0,-0.00257110595703125,1.7739832401275635e-05,0.0,-128.5552978515625,0.0,0.0,-0.00042333066812716424,0.0006694646435789764
10,2102301.0301176147,9306862592.0,-0.0020775794982910156,6.98678195476532e-05,0.0,-103.87897491455078,0.0,0.0,-0.0003419271670281887,0.0026297334115952253
11,1170219.081870681,11191463936.0,-0.0024938583374023438,2.1684914827346802e-05,0.0,-124.69291687011719,0.0,0.0,-0.00041029785643331707,0.0008155262330546975
