year,idx,r_c,r_r,r_poi,FAR
1,1256,0.6,0.1,0.3,2.0
1,451,0.4,0.2,0.4,2.1
1,931,0.5,0.2,0.3,2.2
1,120,0.4,0.2,0.4,2.0
1,1420,0.4,0.3,0.3,1.9
1,10,0.4,0.2,0.4,1.8
1,1278,0.6,0.2,0.2,2.1
1,926,0.6,0.2,0.2,2.0
1,832,0.4,0.4,0.4,2.2
1,895,0.4,0.3,0.3,1.9
1,854,0.6,0.2,0.2,2.1
1,804,0.2,0.4,0.4,2.0
1,536,0.5,0.2,0.3,1.9
1,1331,0.4,0.4,0.4,2.2
1,577,0.4,0.4,0.4,2.1
1,757,0.4,0.2,0.4,2.2
1,1406,0.4,0.3,0.3,2.0
1,892,0.6,0.2,0.2,2.0
1,965,0.3,0.3,0.4,2.0
1,637,0.3,0.3,0.4,1.8
1,986,0.4,0.4,0.4,1.9
1,118,0.6,0.3,0.1,1.9
1,1263,0.4,0.3,0.3,2.1
1,233,0.6,0.1,0.3,1.8
1,1290,0.5,0.2,0.3,2.2
1,207,0.3,0.3,0.4,2.2
1,813,0.6,0.1,0.3,2.2
1,331,0.4,0.2,0.4,1.9
1,174,0.5,0.2,0.3,1.8
1,177,0.6,0.3,0.1,2.1
2,141,0.6,0.1,0.3,2.0
2,720,0.4,0.2,0.4,2.1
2,297,0.5,0.2,0.3,2.2
2,696,0.4,0.2,0.4,2.0
2,1167,0.6,0.1,0.3,2.0
2,1097,0.4,0.4,0.4,2.1
2,1188,0.6,0.2,0.2,2.1
2,1025,0.5,0.2,0.3,2.1
2,23,0.4,0.4,0.4,2.2
2,1163,0.4,0.2,0.4,1.9
2,961,0.6,0.2,0.2,2.1
2,612,0.6,0.1,0.3,2.1
2,904,0.5,0.2,0.3,1.9
2,179,0.4,0.4,0.4,2.2
2,431,0.4,0.4,0.4,2.1
2,1243,0.7,0.2,0.1,1.9
2,1005,0.7,0.2,0.1,2.1
2,205,0.1,0.6,0.3,1.8
2,334,0.4,0.3,0.3,2.2
2,456,0.4,0.2,0.4,2.1
2,398,0.4,0.4,0.4,1.9
2,589,0.4,0.2,0.4,2.2
2,1224,0.4,0.2,0.4,2.2
2,661,0.2,0.4,0.4,1.9
2,346,0.7,0.2,0.1,1.9
2,9,0.4,0.2,0.4,2.1
2,83,0.4,0.4,0.4,2.0
2,1099,0.3,0.3,0.4,1.8
2,914,0.4,0.4,0.4,2.1
2,617,0.6,0.3,0.1,2.1
3,1238,0.2,0.4,0.4,2.2
3,682,0.4,0.2,0.4,2.1
3,730,0.5,0.2,0.3,2.2
3,997,0.4,0.2,0.4,2.0
3,874,0.4,0.2,0.4,2.2
3,1393,0.6,0.3,0.1,2.2
3,725,0.4,0.4,0.4,1.8
3,1216,0.4,0.3,0.3,1.8
3,911,0.4,0.4,0.4,2.2
3,891,0.4,0.2,0.4,2.2
3,1016,0.6,0.2,0.2,2.1
3,1008,0.6,0.1,0.3,2.1
3,386,0.5,0.2,0.3,1.9
3,932,0.4,0.4,0.4,2.2
3,1146,0.4,0.4,0.4,2.1
3,573,0.6,0.2,0.2,2.1
3,658,0.4,0.3,0.3,2.0
3,1324,0.4,0.4,0.4,2.1
3,850,0.4,0.3,0.3,2.2
3,92,0.6,0.1,0.3,2.2
3,202,0.4,0.4,0.4,1.9
3,1220,0.4,0.2,0.4,2.2
3,786,0.4,0.3,0.3,2.1
3,820,0.6,0.1,0.3,1.8
3,482,0.5,0.2,0.3,2.2
3,408,0.4,0.2,0.4,2.1
3,187,0.4,0.4,0.4,2.0
3,1443,0.4,0.2,0.4,1.9
3,467,0.6,0.1,0.3,2.0
3,1040,0.6,0.3,0.1,2.1
4,939,0.6,0.1,0.3,2.0
4,1015,0.4,0.2,0.4,2.1
4,464,0.1,0.6,0.3,1.9
4,918,0.4,0.2,0.4,1.8
4,551,0.6,0.1,0.3,2.0
4,1191,0.6,0.2,0.2,1.9
4,323,0.4,0.4,0.4,2.1
4,189,0.6,0.2,0.2,2.0
4,275,0.4,0.4,0.4,2.2
4,1401,0.6,0.2,0.2,2.0
4,295,0.6,0.2,0.2,2.1
4,968,0.6,0.1,0.3,2.2
4,791,0.5,0.2,0.3,1.9
4,1249,0.4,0.4,0.4,2.2
4,630,0.4,0.4,0.4,2.1
4,992,0.7,0.2,0.1,2.1
4,61,0.4,0.2,0.4,1.9
4,841,0.2,0.4,0.4,2.0
4,776,0.4,0.3,0.3,2.2
4,364,0.6,0.1,0.3,2.2
4,544,0.4,0.4,0.4,1.9
4,916,0.4,0.2,0.4,2.2
4,221,0.3,0.5,0.2,2.0
4,902,0.6,0.1,0.3,1.9
4,69,0.6,0.1,0.3,2.1
4,0,0.4,0.2,0.4,2.1
4,1173,0.4,0.4,0.4,2.0
4,680,0.4,0.4,0.4,1.9
4,6,0.4,0.4,0.4,2.1
4,1091,0.3,0.5,0.2,2.0
5,1177,0.6,0.1,0.3,2.0
5,336,0.4,0.2,0.4,2.1
5,86,0.5,0.2,0.3,2.2
5,515,0.4,0.2,0.4,2.0
5,967,0.4,0.2,0.4,2.2
5,511,0.6,0.1,0.3,2.2
5,1189,0.4,0.4,0.4,1.8
5,994,0.3,0.3,0.4,1.8
5,995,0.4,0.4,0.4,2.2
5,903,0.6,0.2,0.2,2.1
5,937,0.6,0.2,0.2,2.1
5,1418,0.6,0.1,0.3,2.1
5,255,0.6,0.2,0.2,2.0
5,1062,0.4,0.4,0.4,2.2
5,321,0.4,0.4,0.4,2.1
5,851,0.5,0.2,0.3,2.1
5,1000,0.2,0.7,0.1,2.2
5,242,0.6,0.2,0.2,2.0
5,787,0.4,0.3,0.3,2.2
5,893,0.6,0.1,0.3,2.1
5,1161,0.4,0.4,0.4,1.9
5,905,0.4,0.2,0.4,1.8
5,1054,0.3,0.3,0.4,1.8
5,42,0.6,0.1,0.3,1.8
5,553,0.4,0.3,0.3,1.9
5,732,0.4,0.2,0.4,2.1
5,747,0.4,0.4,0.4,2.0
5,842,0.4,0.2,0.4,1.8
5,218,0.6,0.3,0.1,1.9
5,439,0.5,0.2,0.3,1.9
6,873,0.6,0.1,0.3,2.0
6,731,0.4,0.2,0.4,2.1
6,434,0.5,0.2,0.3,2.2
6,1342,0.4,0.2,0.4,2.0
6,849,0.6,0.1,0.3,2.0
6,816,0.4,0.2,0.4,1.8
6,211,0.2,0.4,0.4,1.8
6,723,0.6,0.2,0.2,2.0
6,213,0.4,0.4,0.4,2.2
6,809,0.6,0.2,0.2,2.0
6,302,0.6,0.2,0.2,2.1
6,186,0.6,0.1,0.3,2.1
6,654,0.5,0.2,0.3,1.9
6,1448,0.4,0.4,0.4,2.2
6,599,0.4,0.4,0.4,2.1
6,638,0.6,0.1,0.3,1.9
6,494,0.4,0.2,0.4,2.2
6,908,0.6,0.2,0.2,2.0
6,1129,0.4,0.3,0.3,2.2
6,1241,0.6,0.1,0.3,2.2
6,789,0.4,0.4,0.4,1.9
6,296,0.4,0.2,0.4,1.8
6,1107,0.3,0.5,0.2,1.8
6,124,0.6,0.1,0.3,1.8
6,657,0.5,0.2,0.3,2.2
6,1444,0.3,0.3,0.4,2.2
6,940,0.7,0.2,0.1,1.8
6,828,0.4,0.2,0.4,1.9
6,1181,0.5,0.2,0.3,2.2
6,814,0.6,0.1,0.3,2.2
7,462,0.6,0.1,0.3,2.0
7,1272,0.4,0.2,0.4,2.1
7,269,0.5,0.2,0.3,2.2
7,212,0.4,0.2,0.4,2.0
7,888,0.4,0.3,0.3,2.2
7,1123,0.4,0.4,0.4,2.1
7,145,0.4,0.2,0.4,2.1
7,20,0.6,0.2,0.2,2.0
7,1233,0.4,0.4,0.4,2.2
7,517,0.7,0.2,0.1,2.2
7,1232,0.4,0.4,0.4,2.2
7,935,0.6,0.1,0.3,2.1
7,545,0.5,0.2,0.3,1.9
7,930,0.4,0.4,0.4,2.2
7,909,0.4,0.4,0.4,2.1
7,341,0.2,0.4,0.4,2.1
7,604,0.6,0.1,0.3,2.2
7,980,0.7,0.2,0.1,2.2
7,1211,0.4,0.3,0.3,2.2
7,128,0.4,0.2,0.4,2.1
7,1402,0.4,0.4,0.4,1.9
7,702,0.4,0.2,0.4,2.2
7,1381,0.2,0.4,0.4,2.1
7,615,0.6,0.1,0.3,1.8
7,1398,0.5,0.2,0.3,2.2
7,562,0.3,0.3,0.4,2.2
7,722,0.6,0.1,0.3,2.2
7,1407,0.4,0.2,0.4,1.9
7,1392,0.4,0.4,0.4,2.1
7,1182,0.6,0.3,0.1,2.1
8,1425,0.7,0.2,0.1,2.2
8,311,0.4,0.2,0.4,2.1
8,810,0.5,0.2,0.3,2.2
8,526,0.4,0.2,0.4,2.0
8,724,0.6,0.1,0.3,2.0
8,687,0.4,0.2,0.4,2.1
8,1395,0.4,0.2,0.4,2.1
8,101,0.5,0.2,0.3,2.1
8,701,0.4,0.4,0.4,2.2
8,1377,0.5,0.2,0.3,2.0
8,1088,0.6,0.2,0.2,2.1
8,76,0.6,0.1,0.3,2.1
8,818,0.5,0.2,0.3,1.9
8,1411,0.4,0.2,0.4,2.0
8,799,0.2,0.6,0.2,1.9
8,5,0.7,0.2,0.1,2.1
8,325,0.4,0.2,0.4,1.9
8,1204,0.1,0.6,0.3,2.2
8,82,0.6,0.3,0.1,2.2
8,286,0.6,0.1,0.3,2.2
8,555,0.4,0.4,0.4,1.9
8,531,0.4,0.2,0.4,2.2
8,1356,0.2,0.4,0.4,1.9
8,502,0.6,0.1,0.3,1.8
8,1252,0.5,0.2,0.3,2.2
8,418,0.3,0.3,0.4,2.2
8,1132,0.4,0.4,0.4,2.0
8,592,0.4,0.2,0.4,1.9
8,652,0.5,0.2,0.3,1.8
8,1203,0.5,0.2,0.3,1.9
9,915,0.6,0.1,0.3,2.0
9,328,0.4,0.2,0.4,2.1
9,11,0.5,0.2,0.3,2.2
9,175,0.4,0.2,0.4,2.0
9,1061,0.6,0.1,0.3,2.0
9,459,0.6,0.1,0.3,2.1
9,1257,0.6,0.2,0.2,2.1
9,822,0.5,0.2,0.3,1.9
9,567,0.4,0.4,0.4,2.2
9,603,0.4,0.3,0.3,1.9
9,422,0.2,0.7,0.1,2.2
9,855,0.6,0.1,0.3,2.1
9,79,0.1,0.6,0.3,1.9
9,1158,0.4,0.4,0.4,2.2
9,797,0.4,0.4,0.4,2.1
9,808,0.7,0.2,0.1,2.1
9,1436,0.7,0.2,0.1,2.1
9,1360,0.6,0.2,0.2,2.0
9,633,0.4,0.3,0.3,2.2
9,1296,0.6,0.1,0.3,2.2
9,4,0.4,0.4,0.4,1.9
9,1223,0.4,0.2,0.4,2.2
9,1201,0.4,0.3,0.3,2.1
9,824,0.6,0.1,0.3,1.8
9,170,0.5,0.2,0.3,2.2
9,1390,0.3,0.3,0.4,2.2
9,171,0.7,0.2,0.1,1.8
9,1335,0.4,0.2,0.4,1.8
9,579,0.6,0.3,0.1,1.9
9,1429,0.5,0.2,0.3,1.9
10,678,0.7,0.2,0.1,2.1
10,676,0.4,0.2,0.4,2.1
10,760,0.5,0.2,0.3,2.2
10,1020,0.6,0.2,0.2,1.9
10,518,0.6,0.1,0.3,2.0
10,340,0.4,0.2,0.4,2.1
10,1056,0.4,0.3,0.3,2.1
10,1226,0.6,0.2,0.2,2.0
10,1,0.4,0.4,0.4,2.0
10,962,0.6,0.2,0.2,2.1
10,1414,0.6,0.2,0.2,2.1
10,185,0.6,0.1,0.3,2.1
10,157,0.5,0.2,0.3,1.9
10,922,0.4,0.4,0.4,2.2
10,867,0.4,0.4,0.4,2.1
10,907,0.4,0.2,0.4,2.2
10,712,0.7,0.2,0.1,2.2
10,503,0.1,0.6,0.3,2.2
10,1174,0.4,0.3,0.3,2.2
10,437,0.6,0.1,0.3,2.2
10,1426,0.4,0.4,0.4,1.9
10,1437,0.4,0.2,0.4,2.2
10,651,0.4,0.3,0.3,2.1
10,250,0.6,0.1,0.3,1.8
10,1197,0.5,0.2,0.3,2.2
10,1134,0.3,0.3,0.4,2.2
10,588,0.4,0.4,0.4,2.0
10,1170,0.3,0.3,0.4,1.8
10,941,0.2,0.4,0.4,1.8
10,1435,0.5,0.2,0.3,1.9
11,1449,0.6,0.1,0.3,2.0
11,1417,0.2,0.7,0.1,2.2
11,831,0.5,0.2,0.3,2.2
11,857,0.4,0.2,0.4,2.0
11,1119,0.6,0.1,0.3,2.0
11,133,0.6,0.1,0.3,2.1
11,416,0.4,0.2,0.4,2.1
11,473,0.4,0.3,0.3,2.0
11,1409,0.4,0.4,0.4,2.2
11,1018,0.4,0.3,0.3,1.9
11,501,0.6,0.2,0.2,2.1
11,1133,0.3,0.3,0.4,2.2
11,1180,0.6,0.3,0.1,1.8
11,1184,0.4,0.4,0.4,2.2
11,1031,0.4,0.4,0.4,2.1
11,921,0.2,0.4,0.4,1.8
11,863,0.4,0.2,0.4,1.9
11,583,0.7,0.2,0.1,2.2
11,209,0.2,0.4,0.4,1.9
11,320,0.4,0.2,0.4,2.1
11,204,0.4,0.4,0.4,1.9
11,1405,0.4,0.2,0.4,2.2
11,853,0.1,0.7,0.2,2.2
11,190,0.5,0.2,0.3,1.9
11,933,0.5,0.2,0.3,2.2
11,351,0.3,0.3,0.4,2.2
11,817,0.6,0.1,0.3,2.2
11,1380,0.7,0.2,0.1,2.1
11,1441,0.4,0.4,0.4,2.1
11,480,0.6,0.3,0.1,2.1
12,77,0.6,0.1,0.3,2.0
12,1115,0.4,0.2,0.4,2.1
12,71,0.5,0.2,0.3,2.2
12,75,0.4,0.2,0.4,2.0
12,361,0.1,0.6,0.3,2.1
12,631,0.4,0.4,0.4,1.8
12,1004,0.1,0.6,0.3,1.9
12,125,0.2,0.6,0.2,2.1
12,1251,0.6,0.1,0.3,2.1
12,139,0.6,0.2,0.2,2.0
12,898,0.6,0.2,0.2,2.1
12,1413,0.6,0.1,0.3,2.2
12,695,0.1,0.6,0.3,1.9
12,971,0.4,0.4,0.4,2.2
12,1239,0.4,0.4,0.4,2.1
12,1208,0.4,0.2,0.4,2.2
12,889,0.6,0.1,0.3,2.2
12,1379,0.1,0.6,0.3,2.2
12,812,0.4,0.4,0.4,1.8
12,222,0.6,0.1,0.3,2.2
12,1153,0.4,0.4,0.4,1.9
12,861,0.4,0.2,0.4,2.2
12,693,0.4,0.3,0.3,2.1
12,784,0.3,0.3,0.4,1.9
12,263,0.5,0.2,0.3,2.2
12,1222,0.3,0.3,0.4,2.2
12,548,0.4,0.4,0.4,2.0
12,98,0.7,0.2,0.1,2.1
12,495,0.4,0.4,0.4,2.1
