population,row,column
549.0,81.0,94.0
759.405940594,81.0,95.0
313.0,81.0,96.0
13.0,81.0,97.0
6.0,81.0,98.0
0.0,81.0,99.0
281.188118812,81.0,100.0
407.0,81.0,101.0
208.0,81.0,102.0
3.0,81.0,103.0
0.0,81.0,104.0
6.0,81.0,105.0
22.7722772277,81.0,106.0
0.0,81.0,107.0
15.1515151515,81.0,108.0
14.0,81.0,109.0
25.7425742574,81.0,110.0
471.287128713,81.0,111.0
489.898989899,81.0,112.0
308.0,81.0,113.0
650.495049505,81.0,114.0
702.0,81.0,115.0
496.93877551,81.0,116.0
365.346534653,81.0,117.0
53.4653465347,81.0,118.0
95.0,81.0,119.0
6.06060606061,81.0,120.0
0.0,81.0,121.0
0.0,81.0,122.0
2.9702970297,80.0,-57.0
269.306930693,80.0,-56.0
0.0,80.0,-55.0
23.7623762376,80.0,-54.0
153.465346535,80.0,-53.0
221.0,80.0,-52.0
13.2653061224,80.0,-51.0
40.5940594059,80.0,-50.0
45.5445544554,80.0,-49.0
168.0,80.0,-48.0
118.181818182,80.0,-47.0
607.0,80.0,-46.0
100.980392157,80.0,-45.0
308.0,80.0,-44.0
2192.85714286,80.0,-43.0
236.0,80.0,-42.0
372.277227723,80.0,-41.0
194.059405941,80.0,-40.0
154.081632653,80.0,-39.0
119.0,80.0,-38.0
103.96039604,80.0,-37.0
223.0,80.0,-36.0
122.222222222,80.0,-35.0
177.227722772,80.0,-34.0
911.0,80.0,-33.0
337.0,80.0,-32.0
539.393939394,80.0,-31.0
418.62745098,80.0,-30.0
946.0,80.0,-29.0
664.0,80.0,-28.0
312.121212121,80.0,-27.0
1166.0,80.0,-26.0
148.514851485,80.0,-25.0
72.0,80.0,-24.0
51.5151515152,80.0,-23.0
215.0,80.0,-22.0
249.0,80.0,-21.0
86.1386138614,80.0,-20.0
110.101010101,80.0,-19.0
154.0,80.0,-18.0
59.0,80.0,-17.0
94.0,80.0,-16.0
95.0495049505,80.0,-15.0
56.5656565657,80.0,-14.0
71.0,80.0,-13.0
157.0,80.0,-12.0
1348.51485149,80.0,-11.0
1216.0,80.0,-10.0
1491.0,80.0,-9.0
392.0,80.0,-8.0
137.0,80.0,-7.0
657.0,80.0,-6.0
440.0,80.0,-5.0
5471.0,80.0,-4.0
398.01980198,80.0,-3.0
230.303030303,80.0,-2.0
110.101010101,80.0,-1.0
132.673267327,80.0,0.0
359.405940594,80.0,1.0
143.434343434,80.0,2.0
33.3333333333,80.0,3.0
28.0,80.0,4.0
153.921568627,80.0,5.0
341.414141414,80.0,6.0
668.0,80.0,7.0
744.0,80.0,8.0
471.287128713,80.0,9.0
193.0,80.0,10.0
1780.80808081,80.0,11.0
440.594059406,80.0,12.0
581.0,80.0,13.0
1217.0,80.0,14.0
5409.09090909,80.0,15.0
6002.97029703,80.0,16.0
2440.0,80.0,17.0
4255.0,80.0,18.0
2207.14285714,80.0,19.0
98.0392156863,80.0,20.0
400.0,80.0,21.0
850.0,80.0,22.0
331.313131313,80.0,23.0
357.0,80.0,24.0
325.742574257,80.0,25.0
136.0,80.0,26.0
250.505050505,80.0,27.0
229.0,80.0,28.0
402.0,80.0,29.0
240.594059406,80.0,30.0
198.98989899,80.0,31.0
244.554455446,80.0,32.0
238.0,80.0,33.0
106.0,80.0,34.0
81.1881188119,80.0,35.0
140.404040404,80.0,36.0
105.0,80.0,37.0
94.0,80.0,38.0
132.673267327,80.0,39.0
169.387755102,80.0,40.0
169.607843137,80.0,41.0
131.683168317,80.0,42.0
80.0,80.0,43.0
82.6530612245,80.0,44.0
197.0,80.0,45.0
138.834951456,80.0,46.0
156.0,80.0,47.0
664.285714286,80.0,48.0
840.0,80.0,49.0
1556.8627451,80.0,50.0
4565.34653465,80.0,51.0
123.469387755,80.0,52.0
1479.20792079,80.0,53.0
195.04950495,80.0,54.0
763.0,80.0,55.0
117.171717172,80.0,56.0
303.96039604,80.0,57.0
244.554455446,80.0,58.0
409.0,80.0,59.0
231.0,80.0,60.0
150.505050505,80.0,61.0
166.336633663,80.0,62.0
138.0,80.0,63.0
198.0,80.0,64.0
115.151515152,80.0,65.0
130.693069307,80.0,66.0
206.930693069,80.0,67.0
177.0,80.0,68.0
110.101010101,80.0,69.0
87.0,80.0,70.0
272.0,80.0,71.0
163.725490196,80.0,72.0
175.757575758,80.0,73.0
68.0,80.0,74.0
101.0,80.0,75.0
79.2079207921,80.0,76.0
109.090909091,80.0,77.0
223.0,80.0,78.0
1244.55445545,80.0,79.0
616.0,80.0,80.0
355.555555556,80.0,81.0
159.595959596,80.0,82.0
283.333333333,80.0,83.0
265.346534653,80.0,84.0
163.636363636,80.0,85.0
1112.12121212,80.0,86.0
62.3762376238,80.0,87.0
82.1782178218,80.0,88.0
101.0,80.0,89.0
184.0,80.0,90.0
87.0,80.0,91.0
322.0,80.0,92.0
50.0,80.0,93.0
216.0,80.0,94.0
128.0,80.0,95.0
90.0,80.0,96.0
50.0,80.0,97.0
21.0,80.0,98.0
6.0,80.0,99.0
11.8811881188,80.0,100.0
136.633663366,80.0,101.0
0.0,80.0,102.0
0.0,80.0,103.0
451.0,80.0,104.0
15.6862745098,80.0,105.0
105.0,80.0,106.0
165.656565657,80.0,107.0
61.0,80.0,108.0
40.5940594059,80.0,109.0
89.0,80.0,110.0
145.454545455,80.0,111.0
99.0,80.0,112.0
315.841584158,80.0,113.0
237.623762376,80.0,114.0
207.142857143,80.0,115.0
113.725490196,80.0,116.0
41.0,80.0,117.0
147.0,80.0,118.0
23.4693877551,80.0,119.0
23.7623762376,80.0,120.0
32.0,80.0,121.0
9.90099009901,80.0,122.0
59.0,79.0,-57.0
185.714285714,79.0,-56.0
0.0,79.0,-55.0
50.495049505,79.0,-54.0
575.0,79.0,-53.0
637.755102041,79.0,-52.0
0.0,79.0,-51.0
2.94117647059,79.0,-50.0
36.0,79.0,-49.0
39.7959183673,79.0,-48.0
82.0,79.0,-47.0
294.117647059,79.0,-46.0
343.564356436,79.0,-45.0
30.612244898,79.0,-44.0
111.0,79.0,-43.0
242.574257426,79.0,-42.0
322.772277228,79.0,-41.0
235.714285714,79.0,-40.0
246.0,79.0,-39.0
137.254901961,79.0,-38.0
71.0,79.0,-37.0
508.080808081,79.0,-36.0
326.0,79.0,-35.0
217.821782178,79.0,-34.0
933.0,79.0,-33.0
545.454545455,79.0,-32.0
271.287128713,79.0,-31.0
292.0,79.0,-30.0
670.0,79.0,-29.0
110.101010101,79.0,-28.0
64.0,79.0,-27.0
90.099009901,79.0,-26.0
394.0,79.0,-25.0
532.323232323,79.0,-24.0
120.792079208,79.0,-23.0
202.0,79.0,-22.0
203.96039604,79.0,-21.0
254.545454545,79.0,-20.0
439.0,79.0,-19.0
475.0,79.0,-18.0
732.0,79.0,-17.0
686.138613861,79.0,-16.0
1483.0,79.0,-15.0
570.0,79.0,-14.0
316.0,79.0,-13.0
803.0,79.0,-12.0
4947.0,79.0,-11.0
5865.34653465,79.0,-10.0
1979.0,79.0,-9.0
2981.0,79.0,-8.0
1144.0,79.0,-7.0
568.0,79.0,-6.0
1588.0,79.0,-5.0
2273.26732673,79.0,-4.0
896.0,79.0,-3.0
112.121212121,79.0,-2.0
308.910891089,79.0,-1.0
198.01980198,79.0,0.0
1643.43434343,79.0,1.0
238.0,79.0,2.0
195.0,79.0,3.0
64.7058823529,79.0,4.0
221.212121212,79.0,5.0
1366.66666667,79.0,6.0
2345.0,79.0,7.0
2520.79207921,79.0,8.0
389.0,79.0,9.0
265.656565657,79.0,10.0
749.504950495,79.0,11.0
176.0,79.0,12.0
742.574257426,79.0,13.0
477.551020408,79.0,14.0
1138.23529412,79.0,15.0
5177.0,79.0,16.0
1597.0,79.0,17.0
974.747474747,79.0,18.0
1005.94059406,79.0,19.0
193.069306931,79.0,20.0
472.0,79.0,21.0
876.767676768,79.0,22.0
435.643564356,79.0,23.0
299.0,79.0,24.0
157.425742574,79.0,25.0
193.939393939,79.0,26.0
455.0,79.0,27.0
387.128712871,79.0,28.0
344.0,79.0,29.0
176.0,79.0,30.0
214.0,79.0,31.0
240.0,79.0,32.0
254.0,79.0,33.0
143.564356436,79.0,34.0
120.202020202,79.0,35.0
133.0,79.0,36.0
199.00990099,79.0,37.0
135.643564356,79.0,38.0
75.5102040816,79.0,39.0
123.762376238,79.0,40.0
69.3069306931,79.0,41.0
32.0,79.0,42.0
69.387755102,79.0,43.0
87.0,79.0,44.0
203.921568627,79.0,45.0
374.0,79.0,46.0
133.673469388,79.0,47.0
133.0,79.0,48.0
554.455445545,79.0,49.0
202.0,79.0,50.0
5447.47474747,79.0,51.0
4147.52475248,79.0,52.0
2680.0,79.0,53.0
234.0,79.0,54.0
1267.67676768,79.0,55.0
304.95049505,79.0,56.0
338.0,79.0,57.0
103.0,79.0,58.0
183.0,79.0,59.0
330.303030303,79.0,60.0
136.633663366,79.0,61.0
282.178217822,79.0,62.0
214.0,79.0,63.0
70.7070707071,79.0,64.0
114.0,79.0,65.0
235.0,79.0,66.0
160.396039604,79.0,67.0
85.8585858586,79.0,68.0
141.0,79.0,69.0
202.97029703,79.0,70.0
459.405940594,79.0,71.0
480.808080808,79.0,72.0
466.0,79.0,73.0
258.0,79.0,74.0
138.613861386,79.0,75.0
181.818181818,79.0,76.0
101.0,79.0,77.0
459.803921569,79.0,78.0
130.0,79.0,79.0
4446.46464646,79.0,80.0
353.0,79.0,81.0
162.376237624,79.0,82.0
155.445544554,79.0,83.0
120.202020202,79.0,84.0
256.565656566,79.0,85.0
3027.72277228,79.0,86.0
255.0,79.0,87.0
89.0,79.0,88.0
290.0,79.0,89.0
267.0,79.0,90.0
23.0,79.0,91.0
47.0,79.0,92.0
355.555555556,79.0,93.0
279.207920792,79.0,94.0
87.0,79.0,95.0
105.0,79.0,96.0
96.0,79.0,97.0
5.05050505051,79.0,98.0
0.0,79.0,99.0
15.0,79.0,100.0
33.0,79.0,101.0
0.0,79.0,102.0
44.0,79.0,103.0
140.594059406,79.0,104.0
35.0,79.0,105.0
28.2828282828,79.0,106.0
83.0,79.0,107.0
79.4117647059,79.0,108.0
32.0,79.0,109.0
12.1212121212,79.0,110.0
184.0,79.0,111.0
224.752475248,79.0,112.0
176.0,79.0,113.0
221.428571429,79.0,114.0
251.485148515,79.0,115.0
82.1782178218,79.0,116.0
41.5841584158,79.0,117.0
0.0,79.0,118.0
19.801980198,79.0,119.0
123.0,79.0,120.0
151.485148515,79.0,121.0
192.929292929,79.0,122.0
181.632653061,78.0,-57.0
6.93069306931,78.0,-56.0
20.5882352941,78.0,-55.0
16.0,78.0,-54.0
94.8979591837,78.0,-53.0
964.0,78.0,-52.0
0.0,78.0,-51.0
0.0,78.0,-50.0
23.4693877551,78.0,-49.0
104.0,78.0,-48.0
73.2673267327,78.0,-47.0
9.90099009901,78.0,-46.0
52.0408163265,78.0,-45.0
94.0,78.0,-44.0
2.9702970297,78.0,-43.0
89.0,78.0,-42.0
506.060606061,78.0,-41.0
355.0,78.0,-40.0
316.831683168,78.0,-39.0
492.0,78.0,-38.0
217.171717172,78.0,-37.0
329.0,78.0,-36.0
767.326732673,78.0,-35.0
243.0,78.0,-34.0
589.898989899,78.0,-33.0
625.252525253,78.0,-32.0
244.117647059,78.0,-31.0
294.059405941,78.0,-30.0
357.575757576,78.0,-29.0
43.0,78.0,-28.0
55.0,78.0,-27.0
73.2673267327,78.0,-26.0
46.4646464646,78.0,-25.0
184.0,78.0,-24.0
138.0,78.0,-23.0
506.0,78.0,-22.0
1406.0,78.0,-21.0
1333.0,78.0,-20.0
124.0,78.0,-19.0
80.0,78.0,-18.0
86.0,78.0,-17.0
249.0,78.0,-16.0
174.0,78.0,-15.0
414.0,78.0,-14.0
1275.0,78.0,-13.0
2268.0,78.0,-12.0
11891.0,78.0,-11.0
18795.0,78.0,-10.0
13666.0,78.0,-9.0
13747.0,78.0,-8.0
15955.5555556,78.0,-7.0
5572.27722772,78.0,-6.0
8684.0,78.0,-5.0
1995.0,78.0,-4.0
593.939393939,78.0,-3.0
358.0,78.0,-2.0
1437.25490196,78.0,-1.0
792.929292929,78.0,0.0
414.141414141,78.0,1.0
195.0,78.0,2.0
540.594059406,78.0,3.0
156.0,78.0,4.0
408.080808081,78.0,5.0
211.0,78.0,6.0
100.0,78.0,7.0
90.099009901,78.0,8.0
98.9898989899,78.0,9.0
78.2178217822,78.0,10.0
164.0,78.0,11.0
182.0,78.0,12.0
151.020408163,78.0,13.0
161.764705882,78.0,14.0
458.0,78.0,15.0
277.0,78.0,16.0
863.265306122,78.0,17.0
654.455445545,78.0,18.0
481.188118812,78.0,19.0
648.0,78.0,20.0
295.95959596,78.0,21.0
273.0,78.0,22.0
732.0,78.0,23.0
86.1386138614,78.0,24.0
174.747474747,78.0,25.0
458.0,78.0,26.0
100.0,78.0,27.0
136.0,78.0,28.0
224.0,78.0,29.0
151.0,78.0,30.0
161.0,78.0,31.0
162.0,78.0,32.0
232.352941176,78.0,33.0
127.551020408,78.0,34.0
130.693069307,78.0,35.0
224.0,78.0,36.0
298.01980198,78.0,37.0
80.612244898,78.0,38.0
92.0,78.0,39.0
119.607843137,78.0,40.0
370.0,78.0,41.0
98.9795918367,78.0,42.0
148.0,78.0,43.0
173.267326733,78.0,44.0
91.0891089109,78.0,45.0
238.383838384,78.0,46.0
168.0,78.0,47.0
878.217821782,78.0,48.0
2101.0,78.0,49.0
1253.0,78.0,50.0
552.475247525,78.0,51.0
6751.0,78.0,52.0
1041.0,78.0,53.0
1449.49494949,78.0,54.0
2412.87128713,78.0,55.0
543.564356436,78.0,56.0
178.0,78.0,57.0
178.0,78.0,58.0
118.181818182,78.0,59.0
292.0,78.0,60.0
218.811881188,78.0,61.0
259.0,78.0,62.0
130.303030303,78.0,63.0
72.0,78.0,64.0
15.0,78.0,65.0
98.0392156863,78.0,66.0
157.575757576,78.0,67.0
97.0,78.0,68.0
308.0,78.0,69.0
304.95049505,78.0,70.0
286.868686869,78.0,71.0
389.0,78.0,72.0
188.0,78.0,73.0
774.509803922,78.0,74.0
791.919191919,78.0,75.0
907.070707071,78.0,76.0
369.607843137,78.0,77.0
92.0,78.0,78.0
1116.16161616,78.0,79.0
4189.8989899,78.0,80.0
324.752475248,78.0,81.0
296.03960396,78.0,82.0
734.343434343,78.0,83.0
178.0,78.0,84.0
223.0,78.0,85.0
1699.0,78.0,86.0
377.0,78.0,87.0
106.930693069,78.0,88.0
137.0,78.0,89.0
124.0,78.0,90.0
131.0,78.0,91.0
179.0,78.0,92.0
41.5841584158,78.0,93.0
51.0,78.0,94.0
48.5148514851,78.0,95.0
68.0,78.0,96.0
159.595959596,78.0,97.0
23.7623762376,78.0,98.0
0.0,78.0,99.0
0.0,78.0,100.0
23.2323232323,78.0,101.0
31.0,78.0,102.0
4.9504950495,78.0,103.0
206.0,78.0,104.0
63.6363636364,78.0,105.0
5.0,78.0,106.0
265.346534653,78.0,107.0
101.0,78.0,108.0
4.08163265306,78.0,109.0
7.92079207921,78.0,110.0
12.7450980392,78.0,111.0
54.0,78.0,112.0
594.897959184,78.0,113.0
214.851485149,78.0,114.0
277.227722772,78.0,115.0
13.0,78.0,116.0
0.0,78.0,117.0
0.990099009901,78.0,118.0
46.0,78.0,119.0
177.227722772,78.0,120.0
45.0,78.0,121.0
170.0,78.0,122.0
10.0,77.0,-57.0
0.0,77.0,-56.0
9.80392156863,77.0,-55.0
0.0,77.0,-54.0
0.0,77.0,-53.0
0.0,77.0,-52.0
0.0,77.0,-51.0
0.0,77.0,-50.0
94.0,77.0,-49.0
12.8712871287,77.0,-48.0
121.782178218,77.0,-47.0
49.4949494949,77.0,-46.0
63.0,77.0,-45.0
10.8910891089,77.0,-44.0
76.0,77.0,-43.0
0.0,77.0,-42.0
208.0,77.0,-41.0
217.821782178,77.0,-40.0
643.0,77.0,-39.0
1281.81818182,77.0,-38.0
4168.0,77.0,-37.0
786.274509804,77.0,-36.0
144.0,77.0,-35.0
151.515151515,77.0,-34.0
164.646464646,77.0,-33.0
418.62745098,77.0,-32.0
201.0,77.0,-31.0
194.949494949,77.0,-30.0
283.838383838,77.0,-29.0
53.4653465347,77.0,-28.0
40.5940594059,77.0,-27.0
62.6262626263,77.0,-26.0
47.0,77.0,-25.0
60.0,77.0,-24.0
142.0,77.0,-23.0
244.554455446,77.0,-22.0
92.0,77.0,-21.0
49.0,77.0,-20.0
100.0,77.0,-19.0
282.0,77.0,-18.0
102.0,77.0,-17.0
215.841584158,77.0,-16.0
619.0,77.0,-15.0
1062.0,77.0,-14.0
219.0,77.0,-13.0
2528.0,77.0,-12.0
10004.0,77.0,-11.0
21529.0,77.0,-10.0
10238.6138614,77.0,-9.0
19912.1212121,77.0,-8.0
20231.6831683,77.0,-7.0
16569.0,77.0,-6.0
10646.0,77.0,-5.0
5266.66666667,77.0,-4.0
1579.20792079,77.0,-3.0
1488.11881188,77.0,-2.0
1336.0,77.0,-1.0
108.080808081,77.0,0.0
269.0,77.0,1.0
119.801980198,77.0,2.0
121.782178218,77.0,3.0
98.9898989899,77.0,4.0
144.0,77.0,5.0
219.801980198,77.0,6.0
113.0,77.0,7.0
174.489795918,77.0,8.0
149.504950495,77.0,9.0
112.871287129,77.0,10.0
81.0,77.0,11.0
285.714285714,77.0,12.0
151.960784314,77.0,13.0
199.00990099,77.0,14.0
285.0,77.0,15.0
176.530612245,77.0,16.0
117.821782178,77.0,17.0
215.841584158,77.0,18.0
456.435643564,77.0,19.0
325.252525253,77.0,20.0
722.0,77.0,21.0
160.0,77.0,22.0
304.95049505,77.0,23.0
180.0,77.0,24.0
162.0,77.0,25.0
193.0,77.0,26.0
116.0,77.0,27.0
16.0,77.0,28.0
49.504950495,77.0,29.0
143.0,77.0,30.0
148.0,77.0,31.0
144.554455446,77.0,32.0
78.5714285714,77.0,33.0
72.2772277228,77.0,34.0
139.0,77.0,35.0
133.663366337,77.0,36.0
84.693877551,77.0,37.0
163.366336634,77.0,38.0
118.62745098,77.0,39.0
150.0,77.0,40.0
360.204081633,77.0,41.0
128.712871287,77.0,42.0
229.702970297,77.0,43.0
307.920792079,77.0,44.0
120.408163265,77.0,45.0
118.0,77.0,46.0
155.445544554,77.0,47.0
107.0,77.0,48.0
342.424242424,77.0,49.0
462.376237624,77.0,50.0
1062.0,77.0,51.0
4282.0,77.0,52.0
4616.16161616,77.0,53.0
4233.0,77.0,54.0
1011.88118812,77.0,55.0
1035.0,77.0,56.0
530.0,77.0,57.0
76.7676767677,77.0,58.0
268.316831683,77.0,59.0
88.1188118812,77.0,60.0
232.0,77.0,61.0
115.151515152,77.0,62.0
109.0,77.0,63.0
201.0,77.0,64.0
52.4752475248,77.0,65.0
92.9292929293,77.0,66.0
118.0,77.0,67.0
99.0,77.0,68.0
376.237623762,77.0,69.0
