population,row,column
316.326530612,56.0,-4.0
1228.0,56.0,-3.0
4610.89108911,56.0,-2.0
2384.15841584,56.0,-1.0
375.510204082,56.0,0.0
2312.0,56.0,1.0
983.333333333,56.0,2.0
597.0,56.0,3.0
490.816326531,56.0,4.0
1185.0,56.0,5.0
778.217821782,56.0,6.0
671.287128713,56.0,7.0
221.428571429,56.0,8.0
359.405940594,56.0,9.0
1167.0,56.0,10.0
48.0,56.0,11.0
127.272727273,56.0,12.0
113.861386139,56.0,13.0
294.059405941,56.0,14.0
171.0,56.0,15.0
925.0,56.0,16.0
337.373737374,56.0,17.0
913.861386139,56.0,18.0
1703.96039604,56.0,19.0
7842.57425743,56.0,20.0
2236.73469388,56.0,21.0
2757.0,56.0,22.0
1496.03960396,56.0,23.0
217.647058824,56.0,24.0
153.06122449,56.0,25.0
701.0,56.0,26.0
1117.82178218,56.0,27.0
426.732673267,56.0,28.0
555.555555556,56.0,29.0
237.623762376,56.0,30.0
455.0,56.0,31.0
726.0,56.0,32.0
1103.03030303,56.0,33.0
1452.47524752,56.0,34.0
539.0,56.0,35.0
2921.0,56.0,36.0
2114.0,56.0,37.0
1970.0,56.0,38.0
318.811881188,56.0,39.0
348.0,56.0,40.0
209.0,56.0,41.0
612.121212121,56.0,42.0
1501.0,56.0,43.0
1576.23762376,56.0,44.0
518.811881188,56.0,45.0
368.367346939,56.0,46.0
312.0,56.0,47.0
99.0099009901,56.0,48.0
265.346534653,56.0,49.0
436.734693878,56.0,50.0
357.0,56.0,51.0
902.97029703,56.0,52.0
1376.0,56.0,53.0
384.848484848,56.0,54.0
1844.55445545,56.0,55.0
1388.0,56.0,56.0
180.0,56.0,57.0
398.0,56.0,58.0
288.0,56.0,59.0
239.603960396,56.0,60.0
94.0,56.0,61.0
486.0,56.0,62.0
808.080808081,56.0,63.0
343.564356436,56.0,64.0
184.158415842,56.0,65.0
479.207920792,56.0,66.0
358.163265306,56.0,67.0
244.0,56.0,68.0
127.722772277,56.0,69.0
254.455445545,56.0,70.0
225.252525253,56.0,71.0
153.0,56.0,72.0
213.861386139,56.0,73.0
104.0,56.0,74.0
409.090909091,56.0,75.0
130.693069307,56.0,76.0
193.0,56.0,77.0
533.0,56.0,78.0
557.0,56.0,79.0
2308.08080808,56.0,80.0
248.514851485,56.0,81.0
285.148514851,56.0,82.0
314.0,56.0,83.0
562.626262626,56.0,84.0
377.0,56.0,85.0
271.568627451,56.0,86.0
177.227722772,56.0,87.0
555.102040816,56.0,88.0
679.0,56.0,89.0
457.425742574,56.0,90.0
366.336633663,56.0,91.0
344.897959184,56.0,92.0
186.0,56.0,93.0
838.613861386,56.0,94.0
1915.0,56.0,95.0
1109.09090909,56.0,96.0
1425.74257426,56.0,97.0
225.0,56.0,98.0
226.0,56.0,99.0
101.0,56.0,100.0
148.484848485,56.0,101.0
50.495049505,56.0,102.0
734.653465347,56.0,103.0
715.0,56.0,104.0
301.01010101,56.0,105.0
267.0,56.0,106.0
406.0,56.0,107.0
770.588235294,56.0,108.0
913.265306122,56.0,109.0
1312.0,56.0,110.0
268.0,56.0,111.0
322.772277228,56.0,112.0
230.303030303,56.0,113.0
118.0,56.0,114.0
490.196078431,56.0,115.0
386.0,56.0,116.0
267.676767677,56.0,117.0
130.0,56.0,118.0
98.0198019802,56.0,119.0
150.0,56.0,120.0
167.0,56.0,121.0
90.0,56.0,122.0
21.568627451,55.0,-57.0
59.0,55.0,-56.0
266.326530612,55.0,-55.0
103.0,55.0,-54.0
0.0,55.0,-53.0
0.0,55.0,-52.0
0.0,55.0,-51.0
0.0,55.0,-50.0
0.0,55.0,-49.0
42.5742574257,55.0,-48.0
0.0,55.0,-47.0
0.0,55.0,-46.0
0.0,55.0,-45.0
0.0,55.0,-44.0
10.101010101,55.0,-43.0
56.4356435644,55.0,-42.0
0.0,55.0,-41.0
0.0,55.0,-40.0
0.0,55.0,-39.0
0.0,55.0,-38.0
5.94059405941,55.0,-37.0
13.0,55.0,-36.0
0.0,55.0,-35.0
0.0,55.0,-34.0
0.0,55.0,-33.0
4.0,55.0,-32.0
0.0,55.0,-31.0
0.0,55.0,-30.0
0.0,55.0,-29.0
0.0,55.0,-28.0
0.0,55.0,-27.0
0.0,55.0,-26.0
0.0,55.0,-25.0
0.0,55.0,-24.0
0.0,55.0,-23.0
0.0,55.0,-22.0
0.0,55.0,-21.0
0.0,55.0,-20.0
725.0,55.0,-19.0
219.191919192,55.0,-18.0
0.0,55.0,-17.0
227.0,55.0,-16.0
95.0495049505,55.0,-15.0
225.252525253,55.0,-14.0
1515.84158416,55.0,-13.0
514.0,55.0,-12.0
325.0,55.0,-11.0
895.0,55.0,-10.0
15306.0606061,55.0,-9.0
3485.14851485,55.0,-8.0
861.0,55.0,-7.0
1314.85148515,55.0,-6.0
152.040816327,55.0,-5.0
178.0,55.0,-4.0
407.843137255,55.0,-3.0
5466.33663366,55.0,-2.0
605.102040816,55.0,-1.0
602.0,55.0,0.0
345.544554455,55.0,1.0
1470.2970297,55.0,2.0
136.363636364,55.0,3.0
204.0,55.0,4.0
319.801980198,55.0,5.0
134.0,55.0,6.0
204.04040404,55.0,7.0
354.455445545,55.0,8.0
274.257425743,55.0,9.0
1447.0,55.0,10.0
798.98989899,55.0,11.0
158.415841584,55.0,12.0
101.0,55.0,13.0
123.0,55.0,14.0
403.0,55.0,15.0
616.161616162,55.0,16.0
714.851485149,55.0,17.0
659.0,55.0,18.0
3626.73267327,55.0,19.0
10474.4897959,55.0,20.0
10345.0,55.0,21.0
6916.83168317,55.0,22.0
1428.71287129,55.0,23.0
591.836734694,55.0,24.0
749.0,55.0,25.0
316.831683168,55.0,26.0
384.158415842,55.0,27.0
1424.48979592,55.0,28.0
968.0,55.0,29.0
742.574257426,55.0,30.0
927.0,55.0,31.0
1250.50505051,55.0,32.0
406.930693069,55.0,33.0
614.851485149,55.0,34.0
1029.0,55.0,35.0
756.0,55.0,36.0
260.606060606,55.0,37.0
341.584158416,55.0,38.0
897.0,55.0,39.0
1593.0,55.0,40.0
1129.29292929,55.0,41.0
1983.0,55.0,42.0
1725.74257426,55.0,43.0
479.207920792,55.0,44.0
297.959183673,55.0,45.0
599.0,55.0,46.0
340.594059406,55.0,47.0
185.148514851,55.0,48.0
305.102040816,55.0,49.0
61.0,55.0,50.0
229.702970297,55.0,51.0
532.0,55.0,52.0
1113.13131313,55.0,53.0
211.881188119,55.0,54.0
445.0,55.0,55.0
238.0,55.0,56.0
367.0,55.0,57.0
231.313131313,55.0,58.0
177.227722772,55.0,59.0
110.0,55.0,60.0
421.0,55.0,61.0
333.333333333,55.0,62.0
293.0,55.0,63.0
147.524752475,55.0,64.0
169.306930693,55.0,65.0
121.428571429,55.0,66.0
163.0,55.0,67.0
452.475247525,55.0,68.0
6091.08910891,55.0,69.0
2609.18367347,55.0,70.0
155.0,55.0,71.0
121.782178218,55.0,72.0
130.0,55.0,73.0
58.5858585859,55.0,74.0
397.02970297,55.0,75.0
163.0,55.0,76.0
75.0,55.0,77.0
271.0,55.0,78.0
601.0,55.0,79.0
937.623762376,55.0,80.0
452.0,55.0,81.0
336.0,55.0,82.0
205.050505051,55.0,83.0
144.0,55.0,84.0
418.811881188,55.0,85.0
370.297029703,55.0,86.0
433.673469388,55.0,87.0
442.0,55.0,88.0
333.663366337,55.0,89.0
421.0,55.0,90.0
398.98989899,55.0,91.0
295.0,55.0,92.0
130.693069307,55.0,93.0
171.0,55.0,94.0
159.595959596,55.0,95.0
248.0,55.0,96.0
344.554455446,55.0,97.0
139.0,55.0,98.0
85.0,55.0,99.0
59.595959596,55.0,100.0
139.0,55.0,101.0
1546.53465347,55.0,102.0
2306.0,55.0,103.0
11654.5454545,55.0,104.0
4153.0,55.0,105.0
237.623762376,55.0,106.0
168.62745098,55.0,107.0
129.591836735,55.0,108.0
261.386138614,55.0,109.0
95.0495049505,55.0,110.0
245.0,55.0,111.0
94.9494949495,55.0,112.0
29.0,55.0,113.0
78.2178217822,55.0,114.0
118.0,55.0,115.0
1193.93939394,55.0,116.0
1397.0,55.0,117.0
194.0,55.0,118.0
112.871287129,55.0,119.0
281.0,55.0,120.0
306.060606061,55.0,121.0
70.0,55.0,122.0
197.0,54.0,-57.0
34.3434343434,54.0,-56.0
572.0,54.0,-55.0
0.0,54.0,-54.0
173.267326733,54.0,-53.0
0.0,54.0,-52.0
0.0,54.0,-51.0
0.0,54.0,-50.0
0.0,54.0,-49.0
0.0,54.0,-48.0
0.0,54.0,-47.0
0.0,54.0,-46.0
0.0,54.0,-45.0
0.0,54.0,-44.0
6.93069306931,54.0,-43.0
5.0,54.0,-42.0
0.0,54.0,-41.0
0.0,54.0,-40.0
0.0,54.0,-39.0
0.0,54.0,-38.0
0.0,54.0,-37.0
0.0,54.0,-36.0
0.0,54.0,-35.0
0.0,54.0,-34.0
0.0,54.0,-33.0
0.0,54.0,-32.0
0.0,54.0,-31.0
0.0,54.0,-30.0
0.0,54.0,-29.0
0.0,54.0,-28.0
0.0,54.0,-27.0
0.0,54.0,-26.0
0.0,54.0,-25.0
0.0,54.0,-24.0
0.0,54.0,-23.0
78.2178217822,54.0,-22.0
196.03960396,54.0,-21.0
289.0,54.0,-20.0
318.181818182,54.0,-19.0
5.94059405941,54.0,-18.0
8.0,54.0,-17.0
134.0,54.0,-16.0
209.090909091,54.0,-15.0
47.0,54.0,-14.0
498.01980198,54.0,-13.0
27.0,54.0,-12.0
37.0,54.0,-11.0
484.848484848,54.0,-10.0
19967.3267327,54.0,-9.0
7834.65346535,54.0,-8.0
157.0,54.0,-7.0
543.434343434,54.0,-6.0
381.0,54.0,-5.0
282.178217822,54.0,-4.0
188.118811881,54.0,-3.0
803.06122449,54.0,-2.0
248.0,54.0,-1.0
344.0,54.0,0.0
320.588235294,54.0,1.0
1726.53061224,54.0,2.0
628.0,54.0,3.0
570.297029703,54.0,4.0
2391.0,54.0,5.0
1251.51515152,54.0,6.0
496.03960396,54.0,7.0
209.0,54.0,8.0
251.0,54.0,9.0
281.818181818,54.0,10.0
778.0,54.0,11.0
101.98019802,54.0,12.0
150.0,54.0,13.0
322.0,54.0,14.0
778.787878788,54.0,15.0
1341.0,54.0,16.0
1202.97029703,54.0,17.0
2122.0,54.0,18.0
1602.02020202,54.0,19.0
1149.5049505,54.0,20.0
7711.0,54.0,21.0
3424.50980392,54.0,22.0
2560.20408163,54.0,23.0
1015.0,54.0,24.0
1195.09803922,54.0,25.0
182.0,54.0,26.0
1344.44444444,54.0,27.0
865.0,54.0,28.0
527.722772277,54.0,29.0
539.0,54.0,30.0
872.727272727,54.0,31.0
1369.30693069,54.0,32.0
728.0,54.0,33.0
902.0,54.0,34.0
535.0,54.0,35.0
408.080808081,54.0,36.0
652.475247525,54.0,37.0
777.0,54.0,38.0
422.0,54.0,39.0
675.757575758,54.0,40.0
596.0,54.0,41.0
1016.83168317,54.0,42.0
1590.19607843,54.0,43.0
182.653061224,54.0,44.0
152.0,54.0,45.0
366.336633663,54.0,46.0
216.831683168,54.0,47.0
157.575757576,54.0,48.0
286.0,54.0,49.0
147.524752475,54.0,50.0
82.0,54.0,51.0
193.0,54.0,52.0
404.95049505,54.0,53.0
223.0,54.0,54.0
331.0,54.0,55.0
232.673267327,54.0,56.0
227.272727273,54.0,57.0
588.118811881,54.0,58.0
277.0,54.0,59.0
556.0,54.0,60.0
560.606060606,54.0,61.0
525.0,54.0,62.0
200.99009901,54.0,63.0
304.95049505,54.0,64.0
169.387755102,54.0,65.0
176.0,54.0,66.0
168.316831683,54.0,67.0
416.831683168,54.0,68.0
2347.47474747,54.0,69.0
10934.0,54.0,70.0
2054.45544554,54.0,71.0
184.0,54.0,72.0
106.060606061,54.0,73.0
65.3465346535,54.0,74.0
165.346534653,54.0,75.0
207.0,54.0,76.0
172.0,54.0,77.0
219.191919192,54.0,78.0
871.0,54.0,79.0
314.851485149,54.0,80.0
212.0,54.0,81.0
391.919191919,54.0,82.0
889.0,54.0,83.0
236.0,54.0,84.0
723.529411765,54.0,85.0
312.244897959,54.0,86.0
288.0,54.0,87.0
371.287128713,54.0,88.0
200.0,54.0,89.0
276.767676768,54.0,90.0
201.0,54.0,91.0
380.198019802,54.0,92.0
278.217821782,54.0,93.0
321.212121212,54.0,94.0
159.0,54.0,95.0
150.0,54.0,96.0
541.0,54.0,97.0
52.0,54.0,98.0
48.4848484848,54.0,99.0
155.0,54.0,100.0
679.207920792,54.0,101.0
1036.0,54.0,102.0
7441.41414141,54.0,103.0
21122.0,54.0,104.0
2822.0,54.0,105.0
1141.58415842,54.0,106.0
1066.66666667,54.0,107.0
108.0,54.0,108.0
515.841584158,54.0,109.0
156.0,54.0,110.0
68.6868686869,54.0,111.0
100.0,54.0,112.0
208.823529412,54.0,113.0
432.0,54.0,114.0
98.9898989899,54.0,115.0
163.0,54.0,116.0
155.0,54.0,117.0
109.803921569,54.0,118.0
100.0,54.0,119.0
1072.72727273,54.0,120.0
350.0,54.0,121.0
311.0,54.0,122.0
47.9591836735,53.0,-57.0
36.0,53.0,-56.0
23.7623762376,53.0,-55.0
0.0,53.0,-54.0
0.0,53.0,-53.0
0.0,53.0,-52.0
0.0,53.0,-51.0
0.0,53.0,-50.0
91.9191919192,53.0,-49.0
0.0,53.0,-48.0
0.0,53.0,-47.0
0.0,53.0,-46.0
0.0,53.0,-45.0
12.0,53.0,-44.0
2.9702970297,53.0,-43.0
0.0,53.0,-42.0
96.9696969697,53.0,-41.0
25.0,53.0,-40.0
0.0,53.0,-39.0
0.0,53.0,-38.0
0.0,53.0,-37.0
1.0101010101,53.0,-36.0
2.0,53.0,-35.0
0.0,53.0,-34.0
0.0,53.0,-33.0
0.0,53.0,-32.0
0.0,53.0,-31.0
0.0,53.0,-30.0
0.0,53.0,-29.0
0.0,53.0,-28.0
36.0,53.0,-27.0
0.0,53.0,-26.0
0.0,53.0,-25.0
0.0,53.0,-24.0
0.0,53.0,-23.0
0.0,53.0,-22.0
0.0,53.0,-21.0
151.515151515,53.0,-20.0
0.0,53.0,-19.0
3.9603960396,53.0,-18.0
2.0,53.0,-17.0
16.1616161616,53.0,-16.0
125.0,53.0,-15.0
158.415841584,53.0,-14.0
1361.0,53.0,-13.0
300.0,53.0,-12.0
351.0,53.0,-11.0
5686.0,53.0,-10.0
17670.2970297,53.0,-9.0
4844.0,53.0,-8.0
5003.03030303,53.0,-7.0
3861.0,53.0,-6.0
2216.0,53.0,-5.0
1322.54901961,53.0,-4.0
3247.95918367,53.0,-3.0
11754.4554455,53.0,-2.0
1306.0,53.0,-1.0
1133.66336634,53.0,0.0
357.575757576,53.0,1.0
329.0,53.0,2.0
1651.48514851,53.0,3.0
1210.89108911,53.0,4.0
3120.2020202,53.0,5.0
3353.0,53.0,6.0
251.485148515,53.0,7.0
888.0,53.0,8.0
748.484848485,53.0,9.0
702.0,53.0,10.0
3922.77227723,53.0,11.0
113.0,53.0,12.0
84.0,53.0,13.0
353.535353535,53.0,14.0
101.98019802,53.0,15.0
703.96039604,53.0,16.0
1690.0,53.0,17.0
1126.26262626,53.0,18.0
342.0,53.0,19.0
604.0,53.0,20.0
7866.66666667,53.0,21.0
6518.36734694,53.0,22.0
1864.0,53.0,23.0
334.653465347,53.0,24.0
1752.0,53.0,25.0
761.616161616,53.0,26.0
6810.0,53.0,27.0
1516.83168317,53.0,28.0
1372.0,53.0,29.0
1374.0,53.0,30.0
1244.0,53.0,31.0
2542.57425743,53.0,32.0
3432.0,53.0,33.0
1483.83838384,53.0,34.0
1344.0,53.0,35.0
195.0,53.0,36.0
106.930693069,53.0,37.0
517.0,53.0,38.0
313.0,53.0,39.0
152.0,53.0,40.0
147.0,53.0,41.0
1056.8627451,53.0,42.0
1440.81632653,53.0,43.0
536.0,53.0,44.0
381.0,53.0,45.0
792.079207921,53.0,46.0
273.737373737,53.0,47.0
505.0,53.0,48.0
1059.40594059,53.0,49.0
260.0,53.0,50.0
215.151515152,53.0,51.0
545.0,53.0,52.0
866.336633663,53.0,53.0
221.0,53.0,54.0
250.505050505,53.0,55.0
178.0,53.0,56.0
323.0,53.0,57.0
122.772277228,53.0,58.0
841.0,53.0,59.0
3316.0,53.0,60.0
1148.0,53.0,61.0
600.0,53.0,62.0
465.68627451,53.0,63.0
287.755102041,53.0,64.0
304.0,53.0,65.0
548.514851485,53.0,66.0
905.0,53.0,67.0
4452.52525253,53.0,68.0
4427.0,53.0,69.0
4280.1980198,53.0,70.0
1853.0,53.0,71.0
201.0,53.0,72.0
282.0,53.0,73.0
116.831683168,53.0,74.0
307.0,53.0,75.0
170.0,53.0,76.0
418.181818182,53.0,77.0
422.0,53.0,78.0
420.792079208,53.0,79.0
479.0,53.0,80.0
763.636363636,53.0,81.0
809.0,53.0,82.0
977.227722772,53.0,83.0
420.588235294,53.0,84.0
729.591836735,53.0,85.0
499.00990099,53.0,86.0
673.267326733,53.0,87.0
341.0,53.0,88.0
190.909090909,53.0,89.0
212.871287129,53.0,90.0
84.1584158416,53.0,91.0
66.0,53.0,92.0
22.2222222222,53.0,93.0
38.0,53.0,94.0
21.7821782178,53.0,95.0
134.0,53.0,96.0
72.0,53.0,97.0
102.02020202,53.0,98.0
109.0,53.0,99.0
100.0,53.0,100.0
119.801980198,53.0,101.0
2496.96969697,53.0,102.0
16128.7128713,53.0,103.0
26441.0,53.0,104.0
14002.970297,53.0,105.0
3973.73737374,53.0,106.0
1651.0,53.0,107.0
1742.57425743,53.0,108.0
281.0,53.0,109.0
500.0,53.0,110.0
407.070707071,53.0,111.0
294.174757282,53.0,112.0
501.0,53.0,113.0
265.656565657,53.0,114.0
198.0,53.0,115.0
386.0,53.0,116.0
301.98019802,53.0,117.0
273.0,53.0,118.0
152.525252525,53.0,119.0
175.0,53.0,120.0
252.0,53.0,121.0
329.702970297,53.0,122.0
3.0,52.0,-57.0
132.0,52.0,-56.0
21.568627451,52.0,-55.0
0.0,52.0,-54.0
0.0,52.0,-53.0
0.0,52.0,-52.0
0.0,52.0,-51.0
13.1313131313,52.0,-50.0
3.0,52.0,-49.0
0.0,52.0,-48.0
1.0,52.0,-47.0
136.363636364,52.0,-46.0
0.0,52.0,-45.0
0.0,52.0,-44.0
0.0,52.0,-43.0
0.0,52.0,-42.0
52.0,52.0,-41.0
0.0,52.0,-40.0
0.0,52.0,-39.0
0.0,52.0,-38.0
0.0,52.0,-37.0
7.0,52.0,-36.0
0.0,52.0,-35.0
2.9702970297,52.0,-34.0
0.0,52.0,-33.0
0.0,52.0,-32.0
17.0,52.0,-31.0
0.0,52.0,-30.0
1.0101010101,52.0,-29.0
1.0,52.0,-28.0
2.0,52.0,-27.0
0.0,52.0,-26.0
0.0,52.0,-25.0
0.0,52.0,-24.0
0.0,52.0,-23.0
0.0,52.0,-22.0
6.0,52.0,-21.0
194.949494949,52.0,-20.0
32.3529411765,52.0,-19.0
0.0,52.0,-18.0
0.0,52.0,-17.0
34.0,52.0,-16.0
211.881188119,52.0,-15.0
1745.54455446,52.0,-14.0
234.343434343,52.0,-13.0
124.0,52.0,-12.0
680.0,52.0,-11.0
5427.72277228,52.0,-10.0
6462.0,52.0,-9.0
905.0,52.0,-8.0
3629.0,52.0,-7.0
1390.0,52.0,-6.0
2092.07920792,52.0,-5.0
3009.09090909,52.0,-4.0
3750.0,52.0,-3.0
14911.0,52.0,-2.0
9789.10891089,52.0,-1.0
4234.34343434,52.0,0.0
1723.0,52.0,1.0
983.168316832,52.0,2.0
3663.0,52.0,3.0
5029.29292929,52.0,4.0
6786.86868687,52.0,5.0
3002.94117647,52.0,6.0
1917.0,52.0,7.0
932.323232323,52.0,8.0
1009.0,52.0,9.0
114.851485149,52.0,10.0
1083.16831683,52.0,11.0
861.616161616,52.0,12.0
149.0,52.0,13.0
103.0,52.0,14.0
422.0,52.0,15.0
1731.68316832,52.0,16.0
1540.4040404,52.0,17.0
1242.0,52.0,18.0
2637.0,52.0,19.0
7270.2970297,52.0,20.0
8998.98989899,52.0,21.0
31348.0,52.0,22.0
4345.0,52.0,23.0
769.306930693,52.0,24.0
1524.24242424,52.0,25.0
700.0,52.0,26.0
3833.66336634,52.0,27.0
3236.0,52.0,28.0
1033.33333333,52.0,29.0
851.0,52.0,30.0
723.762376238,52.0,31.0
4832.0,52.0,32.0
1646.46464646,52.0,33.0
1015.0,52.0,34.0
200.0,52.0,35.0
45.5445544554,52.0,36.0
31.0,52.0,37.0
58.5858585859,52.0,38.0
500.0,52.0,39.0
536.0,52.0,40.0
278.431372549,52.0,41.0
419.387755102,52.0,42.0
323.0,52.0,43.0
178.0,52.0,44.0
239.603960396,52.0,45.0
594.949494949,52.0,46.0
105.0,52.0,47.0
96.0396039604,52.0,48.0
955.0,52.0,49.0
394.949494949,52.0,50.0
400.0,52.0,51.0
2308.91089109,52.0,52.0
3489.0,52.0,53.0
546.464646465,52.0,54.0
278.0,52.0,55.0
428.0,52.0,56.0
302.97029703,52.0,57.0
462.0,52.0,58.0
738.383838384,52.0,59.0
738.0,52.0,60.0
402.0,52.0,61.0
255.882352941,52.0,62.0
337.755102041,52.0,63.0
256.435643564,52.0,64.0
224.0,52.0,65.0
152.475247525,52.0,66.0
889.898989899,52.0,67.0
6297.0,52.0,68.0
1127.72277228,52.0,69.0
35.0,52.0,70.0
392.929292929,52.0,71.0
1636.0,52.0,72.0
712.871287129,52.0,73.0
127.0,52.0,74.0
143.0,52.0,75.0
248.484848485,52.0,76.0
2147.0,52.0,77.0
689.108910891,52.0,78.0
755.445544554,52.0,79.0
1610.1010101,52.0,80.0
1853.0,52.0,81.0
2580.0,52.0,82.0
1863.36633663,52.0,83.0
495.95959596,52.0,84.0
1552.0,52.0,85.0
3656.43564356,52.0,86.0
492.0,52.0,87.0
419.191919192,52.0,88.0
262.0,52.0,89.0
451.485148515,52.0,90.0
482.0,52.0,91.0
146.464646465,52.0,92.0
81.0,52.0,93.0
1.0,52.0,94.0
18.8118811881,52.0,95.0
109.0,52.0,96.0
494.949494949,52.0,97.0
342.0,52.0,98.0
109.0,52.0,99.0
92.0792079208,52.0,100.0
208.080808081,52.0,101.0
575.0,52.0,102.0
9314.0,52.0,103.0
23708.9108911,52.0,104.0
21256.5656566,52.0,105.0
23108.9108911,52.0,106.0
6932.67326733,52.0,107.0
1991.0,52.0,108.0
286.868686869,52.0,109.0
338.0,52.0,110.0
172.277227723,52.0,111.0
116.0,52.0,112.0
886.868686869,52.0,113.0
254.0,52.0,114.0
439.0,52.0,115.0
170.297029703,52.0,116.0
171.287128713,52.0,117.0
266.666666667,52.0,118.0
168.0,52.0,119.0
114.0,52.0,120.0
103.96039604,52.0,121.0
185.858585859,52.0,122.0
0.0,51.0,-57.0
213.861386139,51.0,-56.0
0.0,51.0,-55.0
0.0,51.0,-54.0
0.0,51.0,-53.0
0.0,51.0,-52.0
0.0,51.0,-51.0
0.0,51.0,-50.0
0.0,51.0,-49.0
3.0,51.0,-48.0
61.6161616162,51.0,-47.0
0.0,51.0,-46.0
0.0,51.0,-45.0
0.0,51.0,-44.0
10.101010101,51.0,-43.0
0.0,51.0,-42.0
11.0,51.0,-41.0
3.9603960396,51.0,-40.0
0.0,51.0,-39.0
0.0,51.0,-38.0
0.0,51.0,-37.0
0.0,51.0,-36.0
0.0,51.0,-35.0
2.0202020202,51.0,-34.0
1.0,51.0,-33.0
0.0,51.0,-32.0
53.0,51.0,-31.0
44.0,51.0,-30.0
45.0,51.0,-29.0
3.0,51.0,-28.0
8.91089108911,51.0,-27.0
1.0101010101,51.0,-26.0
0.0,51.0,-25.0
0.0,51.0,-24.0
0.0,51.0,-23.0
0.0,51.0,-22.0
130.303030303,51.0,-21.0
91.1764705882,51.0,-20.0
112.0,51.0,-19.0
0.0,51.0,-18.0
0.0,51.0,-17.0
26.7326732673,51.0,-16.0
85.1485148515,51.0,-15.0
589.898989899,51.0,-14.0
778.0,51.0,-13.0
1956.0,51.0,-12.0
15262.0,51.0,-11.0
6224.0,51.0,-10.0
2738.0,51.0,-9.0
1285.0,51.0,-8.0
1052.0,51.0,-7.0
1052.0,51.0,-6.0
1713.0,51.0,-5.0
3169.0,51.0,-4.0
1106.0,51.0,-3.0
2024.75247525,51.0,-2.0
1880.80808081,51.0,-1.0
2904.0,51.0,0.0
5006.0,51.0,1.0
4518.81188119,51.0,2.0
13080.8080808,51.0,3.0
16782.8282828,51.0,4.0
19733.3333333,51.0,5.0
8393.0,51.0,6.0
12130.3030303,51.0,7.0
3422.0,51.0,8.0
834.0,51.0,9.0
310.891089109,51.0,10.0
1577.77777778,51.0,11.0
3286.0,51.0,12.0
77.0,51.0,13.0
162.0,51.0,14.0
430.693069307,51.0,15.0
1440.4040404,51.0,16.0
1051.0,51.0,17.0
899.0,51.0,18.0
2007.92079208,51.0,19.0
1979.0,51.0,20.0
29411.0,51.0,21.0
33689.0,51.0,22.0
8144.55445545,51.0,23.0
1627.27272727,51.0,24.0
782.0,51.0,25.0
207.843137255,51.0,26.0
317.0,51.0,27.0
2479.7979798,51.0,28.0
2656.56565657,51.0,29.0
1234.65346535,51.0,30.0
944.554455446,51.0,31.0
3559.5959596,51.0,32.0
2844.0,51.0,33.0
541.0,51.0,34.0
202.0,51.0,35.0
78.2178217822,51.0,36.0
74.7474747475,51.0,37.0
102.0,51.0,38.0
1573.0,51.0,39.0
4046.53465347,51.0,40.0
3705.05050505,51.0,41.0
492.0,51.0,42.0
724.0,51.0,43.0
239.215686275,51.0,44.0
166.666666667,51.0,45.0
247.0,51.0,46.0
189.108910891,51.0,47.0
191.089108911,51.0,48.0
439.393939394,51.0,49.0
277.0,51.0,50.0
247.524752475,51.0,51.0
1020.79207921,51.0,52.0
325.252525253,51.0,53.0
409.0,51.0,54.0
620.0,51.0,55.0
317.821782178,51.0,56.0
131.683168317,51.0,57.0
148.484848485,51.0,58.0
395.0,51.0,59.0
536.0,51.0,60.0
580.198019802,51.0,61.0
283.838383838,51.0,62.0
196.0,51.0,63.0
366.0,51.0,64.0
387.128712871,51.0,65.0
445.454545455,51.0,66.0
432.0,51.0,67.0
545.098039216,51.0,68.0
545.0,51.0,69.0
523.232323232,51.0,70.0
1057.0,51.0,71.0
592.0,51.0,72.0
106.930693069,51.0,73.0
36.0,51.0,74.0
865.656565657,51.0,75.0
272.277227723,51.0,76.0
390.0,51.0,77.0
245.544554455,51.0,78.0
673.737373737,51.0,79.0
342.0,51.0,80.0
588.0,51.0,81.0
444.554455446,51.0,82.0
587.878787879,51.0,83.0
911.0,51.0,84.0
252.475247525,51.0,85.0
222.0,51.0,86.0
346.464646465,51.0,87.0
273.737373737,51.0,88.0
623.529411765,51.0,89.0
171.0,51.0,90.0
102.02020202,51.0,91.0
75.0,51.0,92.0
131.0,51.0,93.0
135.643564356,51.0,94.0
397.0,51.0,95.0
602.02020202,51.0,96.0
1959.0,51.0,97.0
330.0,51.0,98.0
357.843137255,51.0,99.0
171.428571429,51.0,100.0
2422.0,51.0,101.0
1298.0,51.0,102.0
7541.58415842,51.0,103.0
16113.1313131,51.0,104.0
20807.0,51.0,105.0
11591.0891089,51.0,106.0
4689.0,51.0,107.0
895.95959596,51.0,108.0
73.0,51.0,109.0
368.316831683,51.0,110.0
376.237623762,51.0,111.0
164.646464646,51.0,112.0
216.0,51.0,113.0
228.0,51.0,114.0
2732.0,51.0,115.0
127.722772277,51.0,116.0
110.101010101,51.0,117.0
120.0,51.0,118.0
155.445544554,51.0,119.0
127.722772277,51.0,120.0
180.808080808,51.0,121.0
224.0,51.0,122.0
2.9702970297,50.0,-57.0
201.01010101,50.0,-56.0
0.0,50.0,-55.0
0.0,50.0,-54.0
0.0,50.0,-53.0
0.0,50.0,-52.0
0.0,50.0,-51.0
0.0,50.0,-50.0
0.0,50.0,-49.0
0.0,50.0,-48.0
